 ,Area,Mean,Min,Max,X,Y
1,0.000,172.000,172,172,1.167,3.185
2,0.000,29.000,29,29,8.434,5.054
3,0.000,96.000,96,96,8.211,4.193
4,0.000,125.000,125,125,7.804,4.369
5,0.000,36.000,36,36,6.202,2.860
6,0.000,20.000,20,20,5.702,5.239
7,0.000,152.000,152,152,3.971,4.017
8,3.256,144.682,7,234,0.000,0.000
9,12.632,153.753,7,242,0.000,0.000
