 ,Area,Mean,Min,Max,X,Y
1,0.000,145.000,145,145,1.040,1.797
2,0.000,190.000,190,190,3.409,2.074
3,0.000,89.000,89,89,3.414,1.687
4,0.000,183.000,183,183,3.264,1.832
5,0.000,193.000,193,193,2.718,1.462
6,0.000,70.000,70,70,2.713,2.339
7,0.000,189.000,189,189,1.942,1.907
8,0.288,176.176,26,239,0.000,0.000
9,1.389,173.425,15,239,0.000,0.000
