 ,Area,Mean,Min,Max,X,Y
1,0.000,235.000,235,235,1.784,1.322
2,0.000,84.000,84,84,3.768,1.437
3,0.000,39.000,39,39,3.773,1.246
4,0.000,127.000,127,127,3.638,1.200
5,0.000,122.000,122,122,2.542,0.663
6,0.000,232.000,232,232,2.482,1.452
7,0.000,196.000,196,196,2.241,1.251
8,0.338,187.716,84,251,0.000,0.000
9,0.920,190.404,10,255,0.000,0.000
