 ,Area,Mean,Min,Max,X,Y
1,0.000,199.000,199,199,1.051,1.949
2,0.000,57.000,57,57,2.849,2.286
3,0.000,48.000,48,48,2.820,1.991
4,0.000,194.000,194,194,2.725,1.997
5,0.000,160.000,160,160,1.801,1.382
6,0.000,71.000,71,71,1.775,2.168
7,0.000,172.000,172,172,1.654,1.955
8,0.276,143.821,0,224,0.000,0.000
9,0.961,158.535,0,237,0.000,0.000
