 ,Area,Mean,Min,Max,X,Y
1,0.000,210.000,210,210,0.995,2.113
2,0.000,67.000,67,67,3.123,2.566
3,0.000,26.000,26,26,3.211,2.435
4,0.000,114.000,114,114,3.155,2.411
5,0.000,176.000,176,176,2.594,1.607
6,0.000,91.000,91,91,2.459,2.335
7,0.000,103.000,103,103,1.993,2.129
8,0.206,159.542,58,246,0.000,0.000
9,0.723,151.460,8,251,0.000,0.000
