 ,Area,Mean,Min,Max,X,Y
1,0.000,88.000,88,88,2.678,6.136
2,0.000,91.000,91,91,13.286,7.761
3,0.000,78.000,78,78,13.032,6.354
4,0.000,103.000,103,103,12.354,6.472
5,0.000,112.000,112,112,9.540,3.811
6,0.000,66.000,66,66,9.201,8.506
7,0.000,98.000,98,98,6.320,6.625
8,8.845,123.721,36,253,0.000,0.000
9,31.121,112.159,33,253,0.000,0.000
