 ,Area,Mean,Min,Max,X,Y
1,0.000,126.000,126,126,2.044,3.273
2,0.000,165.000,165,165,5.916,4.442
3,0.000,160.000,160,160,6.368,3.480
4,0.000,150.000,150,150,5.983,3.413
5,0.000,89.000,89,89,4.924,1.465
6,0.000,56.000,56,56,4.317,4.420
7,0.000,201.000,201,201,3.650,3.346
8,2.206,135.778,6,219,0.000,0.000
9,8.624,150.254,6,234,0.000,0.000
