 ,Area,Mean,Min,Max,X,Y
1,0.000,156.000,156,156,1.696,1.518
2,0.000,51.000,51,51,3.727,1.561
3,0.000,39.000,39,39,3.855,1.265
4,0.000,209.000,209,209,3.682,1.299
5,0.000,154.000,154,154,2.985,0.647
6,0.000,38.000,38,38,2.852,1.700
7,0.000,192.000,192,192,2.382,1.349
8,0.328,176.718,80,238,0.000,0.000
9,1.295,165.944,5,248,0.000,0.000
