 ,Area,Mean,Min,Max,X,Y
1,0.000,195.000,195,195,1.659,1.614
2,0.000,77.000,77,77,3.437,1.761
3,0.000,63.000,63,63,3.760,1.459
4,0.000,135.000,135,135,3.556,1.454
5,0.000,186.000,186,186,3.101,0.863
6,0.000,55.000,55,55,2.874,1.749
7,0.000,201.000,201,201,2.368,1.482
8,0.286,198.334,110,244,0.000,0.000
9,1.070,198.553,17,249,0.000,0.000
