 ,Area,Mean,Min,Max,X,Y
1,0.000,116.000,116,116,2.263,3.353
2,0.000,142.000,142,142,5.969,3.773
3,0.000,123.000,123,123,5.766,3.164
4,0.000,194.000,194,194,5.533,3.337
5,0.000,71.000,71,71,4.473,2.367
6,0.000,66.000,66,66,4.307,4.119
7,0.000,164.000,164,164,3.646,3.412
8,1.108,159.964,39,232,0.000,0.000
9,3.782,164.776,12,245,0.000,0.000
