 ,Area,Mean,Min,Max,X,Y
1,0.000,168.000,168,168,1.948,1.448
2,0.000,211.000,211,211,3.752,1.996
3,0.000,44.000,44,44,4.021,1.693
4,0.000,188.000,188,188,3.829,1.539
5,0.000,33.000,33,33,3.391,0.803
6,0.000,106.000,106,106,3.275,1.683
7,0.000,148.000,148,148,2.871,1.293
8,0.267,195.403,65,248,0.000,0.000
9,1.087,180.487,16,254,0.000,0.000
