 ,Area,Mean,Min,Max,X,Y
1,0.000,161.000,161,161,1.944,3.116
2,0.000,180.000,180,180,6.808,4.498
3,0.000,154.000,154,154,7.012,4.148
4,0.000,177.000,177,177,6.581,3.863
5,0.000,113.000,113,113,5.734,3.042
6,0.000,148.000,148,148,5.409,4.229
7,0.000,98.000,98,98,4.148,3.570
8,0.887,119.430,31,207,0.000,0.000
9,3.704,134.547,30,226,0.000,0.000
