 ,Area,Mean,Min,Max,X,Y
1,0.000,180.000,180,180,1.378,3.517
2,0.000,79.000,79,79,8.016,4.401
3,0.000,103.000,103,103,8.186,2.343
4,0.000,140.000,140,140,7.461,2.621
5,0.000,97.000,97,97,6.289,1.350
6,0.000,8.000,8,8,5.976,4.392
7,0.000,193.000,193,193,4.169,3.399
8,3.695,132.134,21,243,0.000,0.000
9,14.308,151.963,1,254,0.000,0.000
