 ,Area,Mean,Min,Max,X,Y
1,0.000,131.000,131,131,0.561,6.231
2,0.000,36.000,36,36,12.569,7.598
3,0.000,129.000,129,129,13.062,6.722
4,0.000,130.000,130,130,12.418,6.393
5,0.000,54.000,54,54,10.049,4.805
6,0.000,46.000,46,46,9.282,7.804
7,0.000,182.000,182,182,4.681,6.900
8,7.486,181.107,48,230,0.000,0.000
9,19.756,175.162,5,242,0.000,0.000
