 ,Area,Mean,Min,Max,X,Y
1,0.000,85.000,85,85,0.313,0.550
2,0.000,64.000,64,64,0.723,0.692
3,0.000,126.000,126,126,0.773,0.636
4,0.000,54.000,54,54,0.727,0.608
5,0.000,151.000,151,151,0.605,0.480
6,0.000,71.000,71,71,0.536,0.652
7,0.000,70.000,70,70,0.474,0.560
8,0.015,77.130,33,249,0.000,0.000
9,0.053,69.403,22,249,0.000,0.000
