 ,Area,Mean,Min,Max,X,Y
1,0.000,178.000,178,178,1.759,2.613
2,0.000,187.000,187,187,4.549,2.885
3,0.000,107.000,107,107,4.688,2.486
4,0.000,187.000,187,187,4.416,2.600
5,0.000,184.000,184,184,3.619,1.815
6,0.000,142.000,142,142,3.511,3.429
7,0.000,196.000,196,196,2.695,2.752
8,0.796,173.295,28,241,0.000,0.000
9,2.711,184.380,18,246,0.000,0.000
