 ,Area,Mean,Min,Max,X,Y
1,0.000,216.000,216,216,1.862,5.509
2,0.000,138.000,138,138,12.061,6.734
3,0.000,54.000,54,54,12.198,6.022
4,0.000,34.000,34,34,11.865,5.916
5,0.000,126.000,126,126,8.641,3.313
6,0.000,30.000,30,30,8.489,6.734
7,0.000,103.000,103,103,5.629,5.916
8,4.175,123.656,19,239,0.000,0.000
9,15.364,137.727,6,240,0.000,0.000
