 ,Area,Mean,Min,Max,X,Y
1,0.000,202.000,202,202,1.340,2.197
2,0.000,15.000,15,15,3.024,2.403
3,0.000,78.000,78,78,3.058,2.236
4,0.000,96.000,96,96,2.935,2.305
5,0.000,154.000,154,154,2.324,1.856
6,0.000,68.000,68,68,2.241,2.664
7,0.000,123.000,123,123,1.861,2.300
8,0.294,138.277,57,231,0.000,0.000
9,0.865,144.408,8,232,0.000,0.000
