 ,Area,Mean,Min,Max,X,Y
1,0.000,147.000,147,147,4.893,9.496
2,0.000,46.000,46,46,30.160,13.003
3,0.000,81.000,81,81,28.004,12.262
4,0.000,94.000,94,94,27.167,12.359
5,0.000,184.000,184,184,22.274,9.880
6,0.000,55.000,55,55,21.759,14.000
7,0.000,216.000,216,216,16.576,12.842
8,14.559,135.674,1,249,0.000,0.000
9,53.231,168.757,10,255,0.000,0.000
