 ,Area,Mean,Min,Max,X,Y
1,0.000,252.000,252,252,1.005,2.364
2,0.000,41.000,41,41,4.164,2.669
3,0.000,122.000,122,122,4.150,2.344
4,0.000,217.000,217,217,3.912,2.412
5,0.000,180.000,180,180,3.291,1.868
6,0.000,13.000,13,13,3.315,2.669
7,0.000,83.000,83,83,2.810,2.499
8,0.259,174.838,49,253,0.000,0.000
9,1.178,183.878,18,254,0.000,0.000
