 ,Area,Mean,Min,Max,X,Y
1,0.000,197.000,197,197,1.425,1.548
2,0.000,154.000,154,154,1.849,1.695
3,0.000,117.000,117,117,1.880,1.619
4,0.000,123.000,123,123,1.835,1.571
5,0.000,204.000,204,204,1.688,1.475
6,0.000,200.000,200,200,1.657,1.671
7,0.000,155.000,155,155,1.585,1.561
8,0.019,167.265,65,219,0.000,0.000
9,0.076,169.307,29,223,0.000,0.000
