 ,Area,Mean,Min,Max,X,Y
1,0.000,119.000,119,119,0.891,4.869
2,0.000,15.000,15,15,9.748,6.824
3,0.000,25.000,25,25,10.422,5.020
4,0.000,165.000,165,165,9.509,5.237
5,0.000,34.000,34,34,7.748,3.792
6,0.000,22.000,22,22,7.053,6.183
7,0.000,145.000,145,145,5.455,5.194
8,2.729,136.228,25,221,0.000,0.000
9,14.205,142.244,7,238,0.000,0.000
