 ,Area,Mean,Min,Max,X,Y
1,0.000,116.000,116,116,0.971,1.787
2,0.000,139.000,139,139,3.337,2.018
3,0.000,67.000,67,67,3.502,1.680
4,0.000,181.000,181,181,3.346,1.662
5,0.000,84.000,84,84,2.348,0.851
6,0.000,79.000,79,79,2.250,1.987
7,0.000,111.000,111,111,1.746,1.746
8,0.268,133.821,32,242,0.000,0.000
9,1.351,127.640,3,242,0.000,0.000
