 ,Area,Mean,Min,Max,X,Y
1,0.000,205.000,205,205,0.791,1.506
2,0.000,189.000,189,189,3.354,1.880
3,0.000,169.000,169,169,3.416,1.586
4,0.000,182.000,182,182,3.142,1.532
5,0.000,166.000,166,166,2.370,0.721
6,0.000,125.000,125,125,2.235,1.887
7,0.000,181.000,181,181,1.714,1.590
8,0.351,151.318,47,254,0.000,0.000
9,1.522,173.947,17,254,0.000,0.000
