 ,Area,Mean,Min,Max,X,Y
1,0.000,183.000,183,183,1.541,2.171
2,0.000,120.000,120,120,2.950,2.202
3,0.000,196.000,196,196,2.909,1.941
4,0.000,194.000,194,194,2.824,2.008
5,0.000,208.000,208,208,2.409,1.684
6,0.000,78.000,78,78,2.450,2.283
7,0.000,184.000,184,184,2.017,2.071
8,0.163,163.221,75,232,0.000,0.000
9,0.593,171.941,22,246,0.000,0.000
