 ,Area,Mean,Min,Max,X,Y
1,0.000,116.000,116,116,0.279,1.708
2,0.000,182.000,182,182,3.031,1.829
3,0.000,69.000,69,69,3.178,1.387
4,0.000,176.000,176,176,2.963,1.349
5,0.000,176.000,176,176,2.071,0.593
6,0.000,12.000,12,12,1.931,1.817
7,0.000,151.000,151,151,1.409,1.545
8,0.231,126.213,23,225,0.000,0.000
9,1.835,141.717,8,241,0.000,0.000
