 ,Area,Mean,Min,Max,X,Y
1,0.000,155.000,155,155,0.941,3.150
2,0.000,18.000,18,18,7.921,3.846
3,0.000,174.000,174,174,7.744,3.284
4,0.000,185.000,185,185,7.400,3.502
5,0.000,106.000,106,106,6.056,2.586
6,0.000,19.000,19,19,5.871,4.132
7,0.000,38.000,38,38,3.981,3.510
8,1.921,114.978,7,222,0.000,0.000
9,6.410,124.197,4,230,0.000,0.000
