 ,Area,Mean,Min,Max,X,Y
1,0.000,222.000,222,222,0.169,1.703
2,0.000,142.000,142,142,2.681,1.863
3,0.000,136.000,136,136,2.459,1.364
4,0.000,226.000,226,226,2.298,1.541
5,0.000,82.000,82,82,1.128,0.813
6,0.000,49.000,49,49,1.053,1.811
7,0.000,166.000,166,166,0.434,1.578
8,0.574,114.819,3,252,0.000,0.000
9,1.553,176.670,3,252,0.000,0.000
