 ,Area,Mean,Min,Max,X,Y
1,0.000,94.000,94,94,1.666,4.666
2,0.000,70.000,70,70,4.520,5.274
3,0.000,93.000,93,93,4.535,4.984
4,0.000,123.000,123,123,4.245,5.056
5,0.000,84.000,84,84,3.622,4.578
6,0.000,63.000,63,63,3.564,5.346
7,0.000,136.000,136,136,2.636,5.013
8,0.536,136.135,13,190,0.000,0.000
9,1.414,131.029,15,196,0.000,0.000
