 ,Area,Mean,Min,Max,X,Y
1,0.000,132.000,132,132,1.052,5.724
2,0.000,71.000,71,71,16.278,7.309
3,0.000,80.000,80,80,15.850,6.827
4,0.000,239.000,239,239,14.798,7.059
5,0.000,227.000,227,227,11.891,5.954
6,0.000,60.000,60,60,11.553,8.093
7,0.000,178.000,178,178,8.753,7.451
8,4.298,192.900,4,254,0.000,0.000
9,17.809,186.204,4,254,0.000,0.000
