 ,Area,Mean,Min,Max,X,Y
1,0.000,191.000,191,191,1.146,1.580
2,0.000,194.000,194,194,1.756,1.705
3,0.000,165.000,165,165,1.702,1.753
4,0.000,186.000,186,186,1.723,1.651
5,0.000,155.000,155,155,1.568,1.425
6,0.000,99.000,99,99,1.515,1.732
7,0.000,194.000,194,194,1.354,1.601
8,0.026,164.167,111,214,0.000,0.000
9,0.139,177.820,66,244,0.000,0.000
