 ,Area,Mean,Min,Max,X,Y
1,0.000,154.000,154,154,1.841,5.761
2,0.000,97.000,97,97,12.244,5.549
3,0.000,151.000,151,151,12.257,5.260
4,0.000,198.000,198,198,12.113,5.207
5,0.000,54.000,54,54,10.692,4.352
6,0.000,33.000,33,33,10.613,5.654
7,0.000,163.000,163,163,8.969,5.102
8,1.333,176.683,42,250,0.000,0.000
9,5.666,175.570,14,253,0.000,0.000
