 ,Area,Mean,Min,Max,X,Y
1,0.000,169.000,169,169,1.093,4.174
2,0.000,44.000,44,44,6.700,4.458
3,0.000,179.000,179,179,7.286,3.246
4,0.000,148.000,148,148,6.834,3.397
5,0.000,42.000,42,42,5.029,2.241
6,0.000,29.000,29,29,4.625,4.759
7,0.000,168.000,168,168,3.421,3.809
8,2.101,131.910,16,238,0.000,0.000
9,9.483,143.884,1,241,0.000,0.000
