 ,Area,Mean,Min,Max,X,Y
1,0.000,74.000,74,74,0.837,8.837
2,0.000,74.000,74,74,17.406,9.773
3,0.000,245.000,245,245,17.855,7.304
4,0.000,219.000,219,219,16.528,8.038
5,0.000,243.000,243,243,13.793,5.936
6,0.000,203.000,203,203,13.610,9.589
7,0.000,191.000,191,191,9.181,7.957
8,9.644,169.478,38,249,0.000,0.000
9,41.812,177.995,6,252,0.000,0.000
