 ,Area,Mean,Min,Max,X,Y
1,0.000,203.000,203,203,1.368,5.394
2,0.000,75.000,75,75,6.875,6.327
3,0.000,76.000,76,76,7.000,5.849
4,0.000,185.000,185,185,6.613,5.780
5,0.000,185.000,185,185,5.620,4.799
6,0.000,108.000,108,108,5.221,6.305
7,0.000,182.000,182,182,3.066,5.757
8,1.283,165.470,108,211,0.000,0.000
9,5.064,173.244,37,233,0.000,0.000
