 ,Area,Mean,Min,Max,X,Y
1,0.000,73.000,73,73,0.570,1.342
2,0.000,99.000,99,99,1.862,1.676
3,0.000,95.000,95,95,1.948,1.489
4,0.000,89.000,89,89,1.862,1.518
5,0.000,92.000,92,92,1.575,1.152
6,0.000,129.000,129,129,1.484,1.621
7,0.000,91.000,91,91,1.344,1.430
8,0.080,108.304,39,218,0.000,0.000
9,0.395,114.860,35,249,0.000,0.000
