 ,Area,Mean,Min,Max,X,Y
1,0.000,37.000,37,37,0.507,0.547
2,0.000,96.000,96,96,1.087,0.657
3,0.000,63.000,63,63,1.096,0.602
4,0.000,41.000,41,41,1.059,0.585
5,0.000,128.000,128,128,0.909,0.437
6,0.000,89.000,89,89,0.876,0.652
7,0.000,67.000,67,67,0.792,0.550
8,0.028,73.605,38,147,0.000,0.000
9,0.082,71.617,20,204,0.000,0.000
