 ,Area,Mean,Min,Max,X,Y
1,0.000,205.000,205,205,1.827,2.503
2,0.000,71.000,71,71,4.392,2.993
3,0.000,163.000,163,163,4.005,2.502
4,0.000,123.000,123,123,3.797,2.589
5,0.000,203.000,203,203,2.837,1.872
6,0.000,60.000,60,60,2.728,3.346
7,0.000,212.000,212,212,2.265,2.704
8,0.616,175.393,76,241,0.000,0.000
9,2.388,179.476,9,249,0.000,0.000
