 ,Area,Mean,Min,Max,X,Y
1,0.000,197.000,197,197,1.966,2.557
2,0.000,183.000,183,183,3.733,2.883
3,0.000,117.000,117,117,3.750,2.827
4,0.000,163.000,163,163,3.667,2.794
5,0.000,210.000,210,210,2.883,2.165
6,0.000,37.000,37,37,2.860,2.971
7,0.000,162.000,162,162,2.474,2.640
8,0.253,164.620,96,227,0.000,0.000
9,0.789,165.761,9,231,0.000,0.000
