 ,Area,Mean,Min,Max,X,Y
1,0.000,192.000,192,192,0.808,2.051
2,0.000,44.000,44,44,3.629,2.410
3,0.000,197.000,197,197,3.690,2.143
4,0.000,135.000,135,135,3.563,2.064
5,0.000,191.000,191,191,3.036,1.723
6,0.000,36.000,36,36,2.952,2.405
7,0.000,125.000,125,125,2.083,2.125
8,0.268,145.904,29,237,0.000,0.000
9,1.210,154.632,17,238,0.000,0.000
