 ,Area,Mean,Min,Max,X,Y
1,0.000,172.000,172,172,1.492,2.176
2,0.000,148.000,148,148,3.598,2.475
3,0.000,207.000,207,207,3.855,2.224
4,0.000,183.000,183,183,3.641,2.272
5,0.000,115.000,115,115,3.064,1.711
6,0.000,152.000,152,152,2.898,2.481
7,0.000,187.000,187,187,2.416,2.181
8,0.384,143.381,38,236,0.000,0.000
9,1.064,145.835,5,240,0.000,0.000
