 ,Area,Mean,Min,Max,X,Y
1,0.000,142.000,142,142,1.346,3.520
2,0.000,216.000,216,216,6.353,4.078
3,0.000,211.000,211,211,6.290,3.259
4,0.000,181.000,181,181,5.920,3.448
5,0.000,77.000,77,77,4.771,2.314
6,0.000,69.000,69,69,4.723,4.212
7,0.000,165.000,165,165,3.353,3.306
8,1.535,151.584,18,228,0.000,0.000
9,5.961,154.725,14,247,0.000,0.000
