 ,Area,Mean,Min,Max,X,Y
1,0.000,161.000,161,161,1.429,6.555
2,0.000,30.000,30,30,12.704,6.481
3,0.000,48.000,48,48,12.747,6.322
4,0.000,207.000,207,207,12.516,6.250
5,0.000,168.000,168,168,11.217,5.542
6,0.000,45.000,45,45,11.188,6.495
7,0.000,98.000,98,98,9.701,6.192
8,0.800,167.777,67,231,0.000,0.000
9,4.008,178.652,12,251,0.000,0.000
