 ,Area,Mean,Min,Max,X,Y
1,0.000,216.000,216,216,1.403,3.201
2,0.000,14.000,14,14,7.830,5.033
3,0.000,15.000,15,15,7.924,4.689
4,0.000,164.000,164,164,7.373,4.732
5,0.000,62.000,62,62,5.988,2.159
6,0.000,136.000,136,136,4.775,5.480
7,0.000,190.000,190,190,2.976,3.940
8,4.403,146.617,1,215,0.000,0.000
9,13.902,166.942,1,246,0.000,0.000
