 ,Area,Mean,Min,Max,X,Y
1,0.000,106.000,106,106,1.677,3.181
2,0.000,192.000,192,192,4.509,4.070
3,0.000,133.000,133,133,4.747,3.141
4,0.000,153.000,153,153,4.360,3.257
5,0.000,52.000,52,52,4.031,1.902
6,0.000,121.000,121,121,3.670,3.935
7,0.000,179.000,179,179,3.064,2.960
8,0.807,135.416,12,208,0.000,0.000
9,4.520,152.215,8,244,0.000,0.000
