 ,Area,Mean,Min,Max,X,Y
1,0.000,138.000,138,138,0.939,3.773
2,0.000,184.000,184,184,7.970,4.102
3,0.000,193.000,193,193,7.883,3.207
4,0.000,108.000,108,108,7.440,3.606
5,0.000,41.000,41,41,5.971,2.763
6,0.000,47.000,47,47,5.971,4.224
7,0.000,179.000,179,179,4.197,3.876
8,1.377,151.625,36,255,0.000,0.000
9,6.326,178.437,5,255,0.000,0.000
