 ,Area,Mean,Min,Max,X,Y
1,0.000,143.000,143,143,1.846,2.250
2,0.000,100.000,100,100,2.754,2.271
3,0.000,142.000,142,142,2.837,2.135
4,0.000,189.000,189,189,2.771,2.140
5,0.000,188.000,188,188,2.495,1.955
6,0.000,177.000,177,177,2.438,2.245
7,0.000,139.000,139,139,2.271,2.157
8,0.048,177.457,123,228,0.000,0.000
9,0.228,171.803,31,240,0.000,0.000
