 ,Area,Mean,Min,Max,X,Y
1,0.000,221.000,221,221,1.369,4.455
2,0.000,12.000,12,12,9.198,4.886
3,0.000,74.000,74,74,9.249,4.135
4,0.000,160.000,160,160,8.302,4.104
5,0.000,146.000,146,146,6.440,3.065
6,0.000,8.000,8,8,6.399,5.133
7,0.000,177.000,177,177,5.195,4.783
8,1.082,144.123,6,215,0.000,0.000
9,7.805,148.747,3,255,0.000,0.000
