 ,Area,Mean,Min,Max,X,Y
1,0.000,212.000,212,212,0.492,3.820
2,0.000,30.000,30,30,7.413,4.444
3,0.000,191.000,191,191,7.811,3.671
4,0.000,207.000,207,207,6.991,3.554
5,0.000,226.000,226,226,5.983,2.374
6,0.000,21.000,21,21,5.796,4.554
7,0.000,160.000,160,160,3.765,3.561
8,1.087,117.269,16,253,0.000,0.000
9,8.942,147.463,16,255,0.000,0.000
