 ,Area,Mean,Min,Max,X,Y
1,0.000,119.000,119,119,1.296,2.659
2,0.000,88.000,88,88,4.172,3.178
3,0.000,171.000,171,171,4.547,2.703
4,0.000,119.000,119,119,3.966,2.519
5,0.000,172.000,172,172,3.407,2.077
6,0.000,19.000,19,19,3.306,2.943
7,0.000,146.000,146,146,2.792,2.413
8,0.252,126.713,31,231,0.000,0.000
9,1.851,128.485,8,240,0.000,0.000
