 ,Area,Mean,Min,Max,X,Y
1,0.000,140.000,140,140,1.211,2.089
2,0.000,210.000,210,210,3.604,2.933
3,0.000,171.000,171,171,3.877,2.539
4,0.000,83.000,83,83,3.726,2.511
5,0.000,75.000,75,75,3.403,1.459
6,0.000,153.000,153,153,2.811,2.957
7,0.000,155.000,155,155,2.055,2.243
8,0.413,136.855,18,215,0.000,0.000
9,2.798,137.758,10,240,0.000,0.000
