 ,Area,Mean,Min,Max,X,Y
1,0.000,144.000,144,144,0.363,2.397
2,0.000,133.000,133,133,5.881,3.429
3,0.000,65.000,65,65,5.685,3.208
4,0.000,96.000,96,96,5.427,3.140
5,0.000,172.000,172,172,4.246,2.126
6,0.000,139.000,139,139,3.835,3.638
7,0.000,47.000,47,47,2.267,2.777
8,1.514,73.789,37,225,0.000,0.000
9,6.735,116.130,15,255,0.000,0.000
