 ,Area,Mean,Min,Max,X,Y
1,0.000,157.000,157,157,2.287,3.838
2,0.000,28.000,28,28,6.031,4.430
3,0.000,36.000,36,36,6.116,4.125
4,0.000,119.000,119,119,5.828,4.167
5,0.000,84.000,84,84,5.150,2.888
6,0.000,14.000,14,14,4.955,4.167
7,0.000,163.000,163,163,4.252,3.862
8,0.537,142.151,31,217,0.000,0.000
9,2.328,137.734,4,252,0.000,0.000
