 ,Area,Mean,Min,Max,X,Y
1,0.000,155.000,155,155,1.035,3.419
2,0.000,194.000,194,194,3.816,3.270
3,0.000,113.000,113,113,3.816,2.755
4,0.000,131.000,131,131,3.477,2.723
5,0.000,107.000,107,107,2.192,2.149
6,0.000,57.000,57,57,2.038,3.360
7,0.000,221.000,221,221,1.661,3.052
8,0.394,138.439,35,236,0.000,0.000
9,2.196,149.454,6,240,0.000,0.000
