 ,Area,Mean,Min,Max,X,Y
1,0.000,215.000,215,215,1.728,2.981
2,0.000,29.000,29,29,4.075,3.999
3,0.000,174.000,174,174,4.689,3.506
4,0.000,149.000,149,149,4.512,3.544
5,0.000,155.000,155,155,3.746,2.246
6,0.000,199.000,199,199,3.373,3.594
7,0.000,191.000,191,191,3.113,3.208
8,0.692,148.717,2,250,0.000,0.000
9,2.263,167.568,3,250,0.000,0.000
