 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:39674","Ichthyology","39674","","","Ariopsis felis (Linnaeus, 1766)","Mayapan, Yucatan.  Sub fossil ca. 1200-1450.","Carnegie Institute of Washington Maya Expeditions, Clayton E. Ray","1951-01-01","1955-12-31","Mexico","Yucatan","","1951-1955","field number=C.RAY:MAYAPAN; group number=262; previous number=C-107"
"MCZ:Ich:39922","Ichthyology","39922","","","Melanogrammus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=319"
"MCZ:Ich:63154","Ichthyology","63154","","","Gila crassicauda (Baird and Girard, 1854)","Sacramento","[no agent data]","1700-01-01","1992-03-01","United States","California","","[no verbatim date data]","field number=Z63154; group number=230"
"MCZ:Ich:50962","Ichthyology","50962","","","Boulengerochromis microlepis (Boulenger, 1899)","Lake Tanganyika, Station 1","Donald J. Stewart","1973-10-01","1973-10-31","Burundi","","","0/10/1973-0/10/1973","field number=DJS730; group number=601; previous number=M-1895"
"MCZ:Ich:56352","Ichthyology","56352","","","Ulvaria subbifurcata (Storer, 1839)","Nahant, East Point, Tide Pools","Bruce B. Collette, and students","1979-08-16","1979-08-16","United States","Massachusetts","Atlantic, Northwest","16/8/1979-16/8/1979","field number=BBC1752; group number=683"
"MCZ:Ich:96422","Ichthyology","96422","","","Epinephelus morio (Valenciennes, 1828)","Florida","[no agent data]","1700-01-01","1991-03-01","United States","Florida","Atlantic, Western Central","[no verbatim date data]","field number=Z96422; group number=476"
"MCZ:Ich:89534","Ichthyology","89534","","","Clupeidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=110"
"MCZ:Ich:94705","Ichthyology","94705","","","Salmo salar Linnaeus, 1758","Bangor","A. C. Hamlin","1855-01-01","1855-12-31","United States","Maine","","1855-1855","field number=AEH:BANGOR; group number=129"
"MCZ:Ich:94708","Ichthyology","94708","","","Ictaluridae sp.","WESTERN STATES; Rec'd mid-1800's?","[no agent data]","1700-01-01","1992-03-01","United States","","","[no verbatim date data]","field number=Z94708; group number=246"
"MCZ:Ich:86449","Ichthyology","86449","","","Melanogrammus aeglefinus (Linnaeus, 1758)","Georges Bank via New Bedford Fish Market","Paul Boutin","1967-07-01","1967-07-31","","","Atlantic Ocean","0/7/1967-0/7/1967","field number=Z86445; group number=319"
"MCZ:Ich:86456","Ichthyology","86456","","","Melanogrammus aeglefinus (Linnaeus, 1758)","Georges Bank via New Bedford Fish Market","Paul Boutin","1967-07-01","1967-07-31","","","Atlantic Ocean","0/7/1967-0/7/1967","field number=Z86445; group number=319"
"MCZ:Ich:86662","Ichthyology","86662","","","Embiotoca lateralis Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:91331","Ichthyology","91331","","","Holacanthus ciliaris (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=590"
"MCZ:Ich:91335","Ichthyology","91335","","","Esox lucius Linnaeus, 1758","Cambridge, Charles River.","Karsten E. Hartel","1987-01-01","1987-12-31","United States","Massachusetts","","1987-1987","field number=KEH1987; group number=145"
"MCZ:Ich:100920","Ichthyology","100920","","","Esox masquinongy Mitchill, 1824","Fort Des Moines","G. M. Gugenhiem","1859-08-01","1859-08-31","United States","Iowa","","0/8/1859-0/8/1859","field number=GMG:DES_MOINES; group number=145"
"MCZ:Ich:101030","Ichthyology","101030","","","Lithodoras dorsalis (Valenciennes, 1840)","[no specific locality data]","[no agent data]","1700-01-01","1993-03-01","","","","[no verbatim date data]","field number=SOUTH AMERICA; group number=263"
"MCZ:Ich:101333","Ichthyology","101333","","","Notemigonus crysoleucas (Mitchill, 1814)","Bellamy Reservoir Complex, Madbury, Dover","E-Map Program, US Environmental Protection Agency","1993-07-06","1993-07-06","United States","New Hampshire","","6/7/1993-6/7/1993","field number=EMAP93:NH501; group number=230"
"MCZ:Ich:129174","Ichthyology","129174","","","Chauliodus sloani Bloch & Schneider, 1801","Center of cold-core ring 'Bob'","RV Knorr 65","1977-04-21","1977-04-21","High Seas","","Atlantic, Northwest","21/4/1977-21/4/1977","field number=MOC10-031,0; group number=153"
"MCZ:Ich:120990","Ichthyology","120990","","","Peprilus triacanthus (Peck, 1804)","Waquoit","Alexander Agassiz","1700-01-01","1994-03-01","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=AA:WAQUOIT; group number=746; previous number=(?)38"
"MCZ:Ich:138082","Ichthyology","138082","partial","","Peristedion miniatum","South slope of western Georges Bank","FV Contender","1994-12-15","1994-12-15","United States","","So. New England","15/12/1994-15/12/1994","field number=CONTENDER:0406; group number=424"
"MCZ:Ich:155397","Ichthyology","155397","","","Gadus morhua Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=319"
"MCZ:Ich:159531","Ichthyology","159531","","","Rastrelliger faughni Matsui, 1967","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=733; previous number=PGB-21"
"MCZ:Ich:159734","Ichthyology","159734","","","Cottunculus thompsoni (Günther, 1882)","[coordinate data only]","FV Mary K","2001-05-17","2001-05-17","United States","","So. New England","17/5/2001-17/5/2001","field number=MK01-06:184; group number=454; previous number=PGB-24"
"MCZ:Ich:163850","Ichthyology","163850","","Voucher","Pristis sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=35; previous number='A333'"
"MCZ:Ich:163936","Ichthyology","163936","","","Scopelosaurus sp.","[coordinate data only]","Ocean Flux Program","2001-12-05","2001-12-19","Bermuda","","Atlantic, Western Central","5/12/2001-19/12/2001","field number=OFP_1/01-6; group number=175; previous number=JEC Otolith 2725"
"MCZ:Ich:163937","Ichthyology","163937","","","Scopelosaurus sp.","[coordinate data only]","Ocean Flux Program","2001-05-25","2001-06-08","Bermuda","","Atlantic, Western Central","25/5/2001-8/6/2001","field number=OFP_9/01-2; group number=175; previous number=JEC Otolith 2727"
"MCZ:Ich:160145","Ichthyology","160145","","","Peristedion miniatum","Station 9","RV Albatross IV","2001-09-06","2001-09-06","","","Mid Atlantic Bight, Slope Water","6/9/2001-6/9/2001","field number=AL01-10:009; group number=424; previous number=PGB-33"
"MCZ:Ich:160148","Ichthyology","160148","","","Urophycis regia (Walbaum, 1792)","Station 6","RV Albatross IV","2001-09-05","2001-09-05","","","Mid Atlantic Bight, Slope Water","5/9/2001-5/9/2001","field number=AL01-10:006; group number=319; previous number=PGB-36"
"MCZ:Ich:160151","Ichthyology","160151","","","Cynoscion nothus","Station 61","RV Albatross IV","2001-09-10","2001-09-10","","","Mid Atlantic Bight, Slope Water","10/9/2001-10/9/2001","field number=AL01-10:061; group number=567; previous number=PGB-39, F-0855"
"MCZ:Ich:160155","Ichthyology","160155","","","Zenopsis conchifera (Lowe, 1852)","Station 26","RV Albatross IV","2001-09-07","2001-09-07","United States","","Atlantic, Northwest","7/9/2001-7/9/2001","field number=AL01-10:026; group number=382; previous number=PGB-43"
"MCZ:Ich:160183","Ichthyology","160183","","","Priacanthus arenatus (Cuvier, 1829)","Station 79","RV Albatross IV","2001-09-12","2001-09-12","","","Mid Atlantic Bight, Slope Water","12/9/2001-12/9/2001","field number=AL01-10:079; group number=511; previous number=PGB-48"
"MCZ:Ich:160184","Ichthyology","160184","","","Macroramphosus scolopax (Linnaeus, 1758)","Station 19","RV Albatross IV","2001-09-07","2001-09-07","United States","","Atlantic, Northwest","7/9/2001-7/9/2001","field number=AL01-10:019; group number=406; previous number=PGB-52"
"MCZ:Ich:157092","Ichthyology","157092","","","Oncorhynchus mykiss (Walbaum, 1792)","Horn Pond, Woburn","Ernie Duarte","1998-01-01","1998-12-31","United States","Massachusetts","","1998-1998","field number=DUARTE:HORN P; group number=129"
"MCZ:Ich:152884","Ichthyology","152884","","","Acanthurus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=725"
"MCZ:Ich:157314","Ichthyology","157314","","","Netuma planifrons Higuchi, Reis & Araujo, 1982","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=262"
"MCZ:Ich:157367","Ichthyology","157367","","","Argentina silus","[coordinate data only]","RV Albatross IV","1995-10-11","1995-10-11","","","Gulf of Maine","11/10/1995-11/10/1995","field number=AL95-12:282; group number=133"
"MCZ:Ich:157674","Ichthyology","157674","partial","Figured","Seriola fasciata (Bloch, 1793)","[no specific locality data]","FV Darana R, National Marine Fisheries Service","1700-01-01","2000-03-01","United States","","Atlantic, Northwest","[no verbatim date data]","field number=DARANA_R; group number=533; previous number=JAM99-103"
"MCZ:Ich:153626","Ichthyology","153626","","","Carcharodon carcharias (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=21"
"MCZ:Ich:153647","Ichthyology","153647","","","Thunnus thynnus (Linnaeus, 1758)","Cape Cod, Provincetown","Frank G. Carey","1968-08-15","1968-08-15","","","Atlantic, Northwest","15/8/1968-15/8/1968","field number=CAPECOD1968:158; group number=733"
"MCZ:Ich:153714","Ichthyology","153714","","","Anguilla rostrata (Lesueur, 1817)","Nahant","[no agent data]","1856-08-06","1856-08-06","United States","Massachusetts","","6/8/1856-6/8/1856","field number=NAHANT1856:0806; group number=70"
"MCZ:Ich:153716","Ichthyology","153716","","","Gymnothorax infernalis","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=76"
"MCZ:Ich:153724","Ichthyology","153724","","","Alosa aestivalis (Mitchill, 1814)","Southern Cape Cod.","[no agent data]","1962-04-01","1962-04-30","United States","Massachusetts","","0/4/1962-0/4/1962","field number=S. CAPE COD1962; group number=110"
"MCZ:Ich:153733","Ichthyology","153733","","","Clupeidae sp.","Grand Manan Island","Addison Emery Verrill","1858-01-01","1859-12-31","Canada","","Atlantic, Northwest","1858-1859","field number=AEV:GRANDMENAN; group number=110"
"MCZ:Ich:153740","Ichthyology","153740","","","Salmo fario","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=129"
"MCZ:Ich:153743","Ichthyology","153743","","","Salvelinus sp.","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","","[no verbatim date data]","field number=BOSTON; group number=129"
"MCZ:Ich:153762","Ichthyology","153762","","","Esox niger Lesueur, 1818","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","","[no verbatim date data]","field number=BOSTON+; group number=145"
"MCZ:Ich:153768","Ichthyology","153768","","","Synodontidae sp.","[no specific locality data]","Caleb Cooke","1862-01-01","1862-12-31","Tanzania","Zanzibar","Indian Ocean, Western","1862-1862","field number=CC:ZANZIBAR; group number=163"
"MCZ:Ich:153785","Ichthyology","153785","","","Curimatus gilberti (Quoy & Gaimard, 1824)","MURIAHÉ [Rio Muriaé at Muriae]","[no agent data]","1700-01-01","1998-03-01","Brazil","Rio de Janeiro","","[no verbatim date data]","field number=MURIAHE; group number=214; previous number=4526"
"MCZ:Ich:153788","Ichthyology","153788","","","Distichodus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=218; previous number=5820, B7"
"MCZ:Ich:153790","Ichthyology","153790","","","Aspius rapax Agassiz, 1835","Danube River","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=DANUBE:NODATA; group number=230"
"MCZ:Ich:153799","Ichthyology","153799","","","Barbus neumayeri Fischer, 1884","In the area of the Kibale Forest Reserve","Lauren J. Chapman, Colin A. Chapman","1994-01-01","1994-12-31","Uganda","Tororo","","1994-1994","field number=LC-KIMBALE AREA; group number=230"
"MCZ:Ich:153800","Ichthyology","153800","","","Carassius auratus (Linnaeus, 1758)","Cambridge","Mr. Ames","1862-06-28","1862-06-28","United States","Massachusetts","","28/6/1862-28/6/1862","field number=AMES:CAMBRIDGE; group number=230"
"MCZ:Ich:153816","Ichthyology","153816","","","Idus melanotus Heckel, 1843","Danube River","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=DANUBE:NODATA; group number=230"
"MCZ:Ich:153829","Ichthyology","153829","","","Semotilus sp.","[no specific locality data]","American Museum of Natural History","1700-01-01","1912-05-01","","","","[no verbatim date data]","field number=AMNH:NODATA; group number=230; previous number=B9"
"MCZ:Ich:153918","Ichthyology","153918","","","Catostomus commersonii (Lacépède, 1803)","[no specific locality data]","[no agent data]","1700-01-01","2004-03-01","United States","Arkansas","","[no verbatim date data]","field number=ARKANSAS; group number=235"
"MCZ:Ich:153923","Ichthyology","153923","","","Ictalurus sp.","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","United States","Texas","","[no verbatim date data]","field number=TEXAS; group number=246"
"MCZ:Ich:153944","Ichthyology","153944","","","Clarias gariepinus (Burchell, 1822)","Lake George","[no agent data]","1700-01-01","1998-03-01","Uganda","","","[no verbatim date data]","field number=LAKE GEORGE; group number=256"
"MCZ:Ich:153954","Ichthyology","153954","","","Ictalurus punctatus (Rafinesque, 1818)","Osage River [received 1853]","[no agent data]","1700-01-01","1998-03-01","United States","Missouri","","[no verbatim date data]","field number=OSAGE_RIVER; group number=246"
"MCZ:Ich:153965","Ichthyology","153965","","","Porichthys notatus Girard, 1854","San Francisco","Alexander Agassiz","1700-01-01","2005-03-01","United States","California","Pacific, Eastern Central","[no verbatim date data]","field number=AA:SANFRAN; group number=289"
"MCZ:Ich:153973","Ichthyology","153973","","","Microgadus tomcod (Walbaum, 1792)","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=BOSTON; group number=319"
"MCZ:Ich:153978","Ichthyology","153978","","","Gadus morhua Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=319"
"MCZ:Ich:153981","Ichthyology","153981","","","Gadus morhua Linnaeus, 1758","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=BOSTON; group number=319"
"MCZ:Ich:153989","Ichthyology","153989","","","Lota lota (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1800-01-01","1899-12-31","United States","New York","","[no verbatim date data]","field number=NEW YORK; group number=319"
"MCZ:Ich:153995","Ichthyology","153995","","","Urophycis sp.","[no specific locality data]","[no agent data]","1800-01-01","1899-12-31","United States","New York","Atlantic, Northwest","[no verbatim date data]","field number=NEW YORK; group number=319"
"MCZ:Ich:154002","Ichthyology","154002","","","Pollachius virens (Linnaeus, 1758)","Grand Manan Island","Addison Emery Verrill","1858-01-01","1859-12-31","Canada","","Atlantic, Northwest","1858-1859","field number=AEV:GRANDMENAN; group number=319"
"MCZ:Ich:154006","Ichthyology","154006","","","Pollachius virens (Linnaeus, 1758)","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=BOSTON; group number=319"
"MCZ:Ich:154016","Ichthyology","154016","","","Merluccius vulgaris Fleming, 1828","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=321"
"MCZ:Ich:154019","Ichthyology","154019","","","Ophidion barbatum Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=323"
"MCZ:Ich:154021","Ichthyology","154021","","","Zoarces americanus (Bloch and Schneider, 1801)","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=330"
"MCZ:Ich:154029","Ichthyology","154029","","","Phycis tinca Bloch & Schneider, 1801","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=319"
"MCZ:Ich:154041","Ichthyology","154041","","","Strongylura marina (Walbaum, 1792)","[no specific locality data]","[no agent data]","1800-01-01","1899-12-31","United States","New York","Atlantic, Northwest","[no verbatim date data]","field number=NEW YORK; group number=336"
"MCZ:Ich:154049","Ichthyology","154049","","","Fundulus ornatus (Lesueur, 1817)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=343"
"MCZ:Ich:154066","Ichthyology","154066","","","Atherinopsidae sp.","San Diego","Hassler Expedition","1872-08-18","1872-08-27","United States","California","Pacific, Eastern Central","1872-1872","field number=HASS:SANDIEGO; group number=351"
"MCZ:Ich:154072","Ichthyology","154072","","","Fistulariidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=405"
"MCZ:Ich:154080","Ichthyology","154080","","","Hippocampus sp.","[no specific locality data]","Andrew Garrett","1700-01-01","1861-12-31","French Polynesia","","Pacific, Eastern Central","[no verbatim date data]","field number=GARRETT:SOC; group number=410"
"MCZ:Ich:154081","Ichthyology","154081","","","Syngnathidae sp.","Melbourne","Henry Edwards","1864-10-01","1864-10-31","Australia","","","0/10/1864-0/10/1864","field number=HE:MELBOURNE; group number=410"
"MCZ:Ich:154088","Ichthyology","154088","","","Synbranchus marmoratus Bloch, 1795","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=419"
"MCZ:Ich:154091","Ichthyology","154091","","","Helicolenus dactylopterus (Delaroche, 1809)","Gulf of Maine","RV Albatross IV 65-02","1965-02-01","1965-02-28","","","Atlantic, Northwest","0/2/1965-0/2/1965","field number=AL65-02:GULFMAI; group number=423"
"MCZ:Ich:154092","Ichthyology","154092","","","Scorpaena brasiliensis Cuvier, 1829","Rio de Janeiro","Thayer Expedition to Brazil, Louis Agassiz, and party","1865-05-01","1865-05-31","Brazil","Rio de Janeiro","Atlantic, Southwest","0/5/1865-0/5/1865","field number=THAYER105; group number=423"
"MCZ:Ich:154093","Ichthyology","154093","","","Scorpaena rascacio Poey, 1860","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=423"
"MCZ:Ich:154098","Ichthyology","154098","","","Sebastomus carnatus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=423"
"MCZ:Ich:154102","Ichthyology","154102","","","Sebastomus fasciatus","Gulf of Maine","U.S. Fish and Wildlife Service","1700-01-01","1998-03-01","","","Atlantic, Northwest","[no verbatim date data]","field number=USFW:GULF MAINE; group number=423; previous number=130"
"MCZ:Ich:154103","Ichthyology","154103","","","Scorpaenidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=423"
"MCZ:Ich:154109","Ichthyology","154109","","","Trigla lyra Linnaeus, 1758","[no specific locality data]","Louis Agassiz","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=AGASSIZ:NODATA; group number=424"
"MCZ:Ich:154120","Ichthyology","154120","","","Hemitripterus americanus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=445"
"MCZ:Ich:154128","Ichthyology","154128","","","Hemitripterus americanus","[no specific locality data]","[no agent data]","1856-08-01","1856-08-31","","","","0/8/1856-0/8/1856","field number=1856:08; group number=445"
"MCZ:Ich:154138","Ichthyology","154138","","","Cottidae sp.","Grand Manan Island","Addison Emery Verrill","1858-01-01","1859-12-31","Canada","","Atlantic, Northwest","1858-1859","field number=AEV:GRANDMENAN; group number=445"
"MCZ:Ich:154173","Ichthyology","154173","","","Centropristis striata (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1800-01-01","1899-12-31","United States","New York","Atlantic, Northwest","[no verbatim date data]","field number=NEW YORK; group number=476"
"MCZ:Ich:154184","Ichthyology","154184","","","Centropristis striata (Linnaeus, 1758)","Martha's Vineyard, off Menemsha","Jeff K.","1973-01-01","1973-12-31","United States","Massachusetts","Atlantic, Northwest","1973-1973","field number=MENEMSHA:1973; group number=476"
"MCZ:Ich:154197","Ichthyology","154197","","","Serranus cabrilla (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=476"
"MCZ:Ich:154209","Ichthyology","154209","","","Centrarchus macropterus (Lacépède, 1801)","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=509; previous number=1024"
"MCZ:Ich:154214","Ichthyology","154214","","","Lepomis gulosus (Cuvier in Cuvier and Valenciennes, 1829)","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=509"
"MCZ:Ich:154217","Ichthyology","154217","","","Lepomis sp.","Tributary of the Sciota River, Columbus","[no agent data]","1700-01-01","1998-03-01","United States","Ohio","","[no verbatim date data]","field number=SCIOTA-TRIB; group number=509"
"MCZ:Ich:154221","Ichthyology","154221","","","Lepomis sp.","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=509"
"MCZ:Ich:154239","Ichthyology","154239","","","Perca fluviatilis Linnaeus, 1758","[no specific locality data]","Robert Tracy Jackson","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=RTJ:NODATA; group number=517; previous number=369"
"MCZ:Ich:154240","Ichthyology","154240","","","Perca flavescens (Mitchill, 1814)","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","","[no verbatim date data]","field number=BOSTON; group number=517"
"MCZ:Ich:154251","Ichthyology","154251","","","Lopholatilus chamaeleonticeps Goode and Bean, 1879","just west of Los Hermanor Islands, coastal Venezuela","RV Gosnold 115","1700-01-01","1998-03-01","","","Atlantic, Western Central","[no verbatim date data]","field number=GOSNOLD115:HERM; group number=521"
"MCZ:Ich:154252","Ichthyology","154252","","","Pomatomus saltatrix (Linnaeus, 1766)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=527"
"MCZ:Ich:154282","Ichthyology","154282","","","Caranx sp.","[no specific locality data]","[no agent data]","1847-01-01","1847-12-31","United States","New York","","1847-1847","field number=NEW YORK:1847; group number=533"
"MCZ:Ich:154284","Ichthyology","154284","","","Caranx trachurus (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=533"
"MCZ:Ich:154316","Ichthyology","154316","","","Gerreidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=557"
"MCZ:Ich:154326","Ichthyology","154326","","","Orthopristis chrysopterus (Linnaeus, 1766)","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=559"
"MCZ:Ich:154327","Ichthyology","154327","","","Pentapus aurolineatus C & V","Abaiang, Kingsmill Group, Gilbert Islands","Andrew Garrett","1700-01-01","1859-12-31","Kiribati","","Pacific, Western Central","[no verbatim date data]","field number=GARRETT:API; group number=553; previous number=976"
"MCZ:Ich:154332","Ichthyology","154332","","","Archosargus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=565"
"MCZ:Ich:154337","Ichthyology","154337","","","Sargus sp.","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=565"
"MCZ:Ich:154339","Ichthyology","154339","","","Calamus bajonado (Bloch & Schneider, 1801)","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=565"
"MCZ:Ich:154342","Ichthyology","154342","","","Calamus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=565"
"MCZ:Ich:154349","Ichthyology","154349","","","Stenotomus chrysops (Linnaeus, 1766)","Woods Hole","Asa Wing","1966-07-01","1966-07-31","United States","Massachusetts","Atlantic, Northwest","0/7/1966","field number=AW1966:07; group number=565"
"MCZ:Ich:154356","Ichthyology","154356","","","Sargus aries Valenciennes, 1830","Rio Itabapoana at Itabapoana","Thayer Expedition to Brazil, Charles F. Hartt, Edward Copeland","1865-01-01","1865-12-31","Brazil","Rio de Janeiro","","1865-1865","field number=THAYER044; group number=565; previous number=7094"
"MCZ:Ich:154363","Ichthyology","154363","","","Aplodinotus grunniens Rafinesque, 1819","[no specific locality data]","George Stolley","1700-01-01","2004-03-01","United States","Texas","","[no verbatim date data]","field number=GS:TEXAS; group number=567"
"MCZ:Ich:154372","Ichthyology","154372","","","Micropogonias undulatus (Linnaeus, 1766)","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=567"
"MCZ:Ich:154377","Ichthyology","154377","","","Micropogonias sp.","off Mobile","Albert Stein","1853-04-01","1853-04-30","United States","Alabama","Gulf of Mexico","0/4/1853-0/4/1853","field number=LA:MOBILE; group number=567"
"MCZ:Ich:154387","Ichthyology","154387","","","Cynoscion regalis (Bloch and Schneider, 1801)","[no specific locality data]","[no agent data]","1847-01-01","1847-12-31","United States","New York","","1847-1847","field number=NEW YORK:1847; group number=567"
"MCZ:Ich:154402","Ichthyology","154402","","","Menticirrhus americanus (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1847-01-01","1847-12-31","United States","New York","","1847-1847","field number=NEW YORK:1847; group number=567"
"MCZ:Ich:154405","Ichthyology","154405","","","Menticirrhus americanus (Linnaeus, 1758)","off Charleston","Louis Agassiz","1847-01-01","1853-12-31","United States","South Carolina","Atlantic, Western Central","1847-1853","field number=LA:CHARLESTON; group number=567"
"MCZ:Ich:154406","Ichthyology","154406","","","Menticirrhus americanus (Linnaeus, 1758)","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=567"
"MCZ:Ich:154410","Ichthyology","154410","","","Mullus barbatus Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=569"
"MCZ:Ich:154412","Ichthyology","154412","","","Boops vulgaris","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=565"
"MCZ:Ich:154422","Ichthyology","154422","","","Chaetodipterus faber (Broussonet, 1782)","Captiva Key, Charlotte Harbor","Gustavus W. Wurdeman","1700-01-01","1859-12-31","United States","Florida","Atlantic, Western Central","[no verbatim date data]","field number=WURD:CAPTIV; group number=583"
"MCZ:Ich:154438","Ichthyology","154438","","","Amphistichus argenteus Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154451","Ichthyology","154451","","","Amphistichus rhodoterus (Agassiz, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
