 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:157839","Ichthyology","157839","","","Rhomboplites aurorubens (Cuvier, 1829)","Northern Gulf of Mexico, near Dauphin Island","","2000-07-21","2000-07-22","","","Gulf of Mexico","21/7/2000-22/7/2000","field number=AWE2000:07; group number=551"
"MCZ:Ich:157920","Ichthyology","157920","","","Selene vomer (Linnaeus, 1758)","Northern Gulf of Mexico, near Dauphin Island","","2000-07-21","2000-07-22","","","Gulf of Mexico","21/7/2000-22/7/2000","field number=AWE2000:07; group number=533"
"MCZ:Ich:153638","Ichthyology","153638","","","Pomatomus saltatrix (Linnaeus, 1766)","Dakar, West Africa","RV Atlantis II 031, George R. Hampson","1967-01-01","1967-12-31","Senegal","","","1967-1967","field number=ATLANII-31; group number=527"
"MCZ:Ich:153642","Ichthyology","153642","","","Thynnus thynnus (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=733"
"MCZ:Ich:153644","Ichthyology","153644","","","Thunnus obesus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=733; previous number=59-54"
"MCZ:Ich:153704","Ichthyology","153704","","","Lepisosteus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=64"
"MCZ:Ich:153712","Ichthyology","153712","","","Albula sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=68"
"MCZ:Ich:153722","Ichthyology","153722","","","Clupeidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=110"
"MCZ:Ich:153725","Ichthyology","153725","","","Clupea harengus Linnaeus, 1758","[no specific locality data]","[no agent data]","1800-01-01","1899-12-31","United States","New York","","[no verbatim date data]","field number=NEW YORK; group number=110"
"MCZ:Ich:153734","Ichthyology","153734","","","Pristigaster cayanus Cuvier, 1829","Lago do Coari on Rio Solimoes, at Coari","Thayer Expedition to Brazil, Louis Agassiz, and party","1865-09-13","1865-09-13","Brazil","Amazonas","","13/9/1865-13/9/1865","field number=THAYER023; group number=111"
"MCZ:Ich:153736","Ichthyology","153736","","Voucher","Arapaima gigas (Schinz 1822).","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=118"
"MCZ:Ich:153748","Ichthyology","153748","partial","","Hydrolagus affinis (de Brito Capello, 1868)","30 miles south of Montauk","[no agent data]","1994-07-01","1994-07-31","United States","","So. New England","0/7/1994-0/7/1994","field number=RN:MONTAUK; group number=48"
"MCZ:Ich:153757","Ichthyology","153757","","","Salvelinus fontinalis","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","","[no verbatim date data]","field number=BOSTON; group number=129"
"MCZ:Ich:153770","Ichthyology","153770","","","Umbra pygmaea (DeKay, 1842)","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","United States","New Jersey","","[no verbatim date data]","field number=NEW JERSEY; group number=146"
"MCZ:Ich:153817","Ichthyology","153817","","","Pelecus cultratus (Linnaeus, 1758)","Danube River","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=DANUBE:NODATA; group number=230"
"MCZ:Ich:153915","Ichthyology","153915","","","Catostomus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=235"
"MCZ:Ich:153916","Ichthyology","153916","","","Catostomus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=235"
"MCZ:Ich:153920","Ichthyology","153920","","","Catostomus commersonii (Lacépède, 1803)","[no specific locality data]","George Stolley","1853-01-01","1853-12-31","United States","Arkansas","","1853-1853","field number=GS:ARKANSAS; group number=235"
"MCZ:Ich:153922","Ichthyology","153922","","","Ictalurus punctatus (Rafinesque, 1818)","Osage River [received 1853]","[no agent data]","1700-01-01","1998-03-01","United States","Missouri","","[no verbatim date data]","field number=OSAGE_RIVER; group number=246"
"MCZ:Ich:153925","Ichthyology","153925","","","Ameiurus melas (Rafinesque, 1820)","Western States","[no agent data]","1700-01-01","1998-03-01","United States","","","[no verbatim date data]","field number=WESTERN_STATES; group number=246"
"MCZ:Ich:153957","Ichthyology","153957","","","Halobatrachus didactylus","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=289"
"MCZ:Ich:153960","Ichthyology","153960","","","Opsanus tau (Linnaeus, 1766)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=289"
"MCZ:Ich:153971","Ichthyology","153971","","","Lophius americanus Valenciennes, 1837","Salt Pond, Chamberlain","[no agent data]","1951-01-01","1951-12-31","United States","Maine","Atlantic, Northwest","1951","field number=MAINE1951; group number=293"
"MCZ:Ich:153974","Ichthyology","153974","","","Microgadus tomcod (Walbaum, 1792)","Boston","[no agent data]","1700-01-01","1998-03-01","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=BOSTON; group number=319"
"MCZ:Ich:153980","Ichthyology","153980","","","Gadus morhua Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=319"
"MCZ:Ich:153996","Ichthyology","153996","","","Urophycis sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=319"
"MCZ:Ich:154000","Ichthyology","154000","","","Urophycis chuss (Walbaum, 1792)","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=319"
"MCZ:Ich:154010","Ichthyology","154010","","","Urophycis tenuis (Mitchill, 1814)","station 150","RV Albatross IV 64-10, John A. Musick","1964-01-01","1964-12-31","","","Atlantic Ocean","1964-1964","field number=AL64-10:150; group number=319"
"MCZ:Ich:154025","Ichthyology","154025","","","Zoarces americanus (Bloch and Schneider, 1801)","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=330"
"MCZ:Ich:154034","Ichthyology","154034","","","Hemiramphus brasiliensis (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=334"
"MCZ:Ich:154039","Ichthyology","154039","","","Strongylura sp.","Rio de Janeiro","James C. Fletcher, Louis Agassiz","1700-01-01","1998-03-01","Brazil","Rio de Janeiro","Atlantic, Southwest","[no verbatim date data]","field number=RIO_DE_JANEIRO; group number=336"
"MCZ:Ich:154040","Ichthyology","154040","","","Strongylura marina (Walbaum, 1792)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=336"
"MCZ:Ich:154054","Ichthyology","154054","","","Fundulus heteroclitus","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=343"
"MCZ:Ich:154055","Ichthyology","154055","","","Fundulus chrysotus Holbrook MS see Günther, 1866","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=343"
"MCZ:Ich:154063","Ichthyology","154063","","","Anableps anableps","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","Brazil","Para","","[no verbatim date data]","field number=PARA; group number=345"
"MCZ:Ich:154064","Ichthyology","154064","","","Anableps sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=345"
"MCZ:Ich:154069","Ichthyology","154069","","","Holocentrus longipinne Cuvier, 1829","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=376"
"MCZ:Ich:154074","Ichthyology","154074","","","Fistularia tabacaria Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=405"
"MCZ:Ich:154078","Ichthyology","154078","","","Syngnathidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=410"
"MCZ:Ich:154087","Ichthyology","154087","","","Channa sp.","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=413"
"MCZ:Ich:154096","Ichthyology","154096","","","Scorpaena plumieri Bloch, 1789","[no specific locality data]","[no agent data]","1700-01-01","1854-12-31","","","","25 Mar 1981","field number=NODATA; group number=423"
"MCZ:Ich:154106","Ichthyology","154106","","","Triglidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=424"
"MCZ:Ich:154107","Ichthyology","154107","","","Prionotus carolinus (Linnaeus, 1771)","Massachusetts","[no agent data]","1700-01-01","1874-12-31","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=MASSACHUSETTS; group number=424"
"MCZ:Ich:154108","Ichthyology","154108","","","Trigla adriatica Gmelin, 1789","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=424"
"MCZ:Ich:154111","Ichthyology","154111","","","Prionotus lineatus","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=424"
"MCZ:Ich:154123","Ichthyology","154123","","","Hemitripterus americanus","station 176","RV Albatross IV 64-10-","1964-12-04","1964-12-04","United States","","Atlantic, Northwest","04-Dec-64","field number=AL64-10:176; group number=445"
"MCZ:Ich:154142","Ichthyology","154142","","","Cottidae sp.","Grand Manan Island","Addison Emery Verrill","1858-01-01","1859-12-31","Canada","","Atlantic, Northwest","1858-1859","field number=AEV:GRANDMENAN; group number=445"
"MCZ:Ich:154144","Ichthyology","154144","","","Cottidae sp.","Grand Manan Island","Addison Emery Verrill","1858-01-01","1859-12-31","Canada","","Atlantic, Northwest","1858-1859","field number=AEV:GRANDMENAN; group number=445"
"MCZ:Ich:154148","Ichthyology","154148","","","Cottidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=445"
"MCZ:Ich:154152","Ichthyology","154152","","","Cottidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=445"
"MCZ:Ich:154156","Ichthyology","154156","","","Cyclopterus lumpus Linnaeus, 1758","[coordinate data only]","RV Albatross IV 65-10","1965-01-01","1965-12-31","United States","","Atlantic Ocean","1965-1965","field number=AL65-10?; group number=456"
"MCZ:Ich:154157","Ichthyology","154157","","","Cyclopterus lumpus Linnaeus, 1758","Nahant","[no agent data]","1977-01-01","1977-12-31","United States","Massachusetts","Atlantic, Northwest","1977-1977","field number=NAHANT1977; group number=456"
"MCZ:Ich:154180","Ichthyology","154180","","","Centropristis striata (Linnaeus, 1758)","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=476"
"MCZ:Ich:154181","Ichthyology","154181","","","Anthias anthias (Linnaeus, 1758)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=476"
"MCZ:Ich:154212","Ichthyology","154212","","","Lepomis gulosus (Cuvier in Cuvier and Valenciennes, 1829)","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=509; previous number=1083"
"MCZ:Ich:154216","Ichthyology","154216","","","Lepomis gulosus (Cuvier in Cuvier and Valenciennes, 1829)","[no specific locality data]","[no agent data]","1700-01-01","2004-03-01","United States","Alabama","","[no verbatim date data]","field number=ALABAMA; group number=509"
"MCZ:Ich:154226","Ichthyology","154226","","","Micropterus salmoides (Lacépède, 1802)","[no specific locality data]","[no agent data]","1860-07-01","1860-07-31","","","","0/7/1860-0/7/1860","field number=1860:07; group number=509"
"MCZ:Ich:154229","Ichthyology","154229","","","Micropterus salmoides (Lacépède, 1802)","Western States","[no agent data]","1700-01-01","1998-03-01","United States","","","[no verbatim date data]","field number=WESTERN_STATES; group number=509"
"MCZ:Ich:154233","Ichthyology","154233","","","Micrometrus aurora (Jordan and Gilbert, 1880)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154674","Ichthyology","154674","","","Tetraodon sp.","Provincetown","[no agent data]","1700-01-01","1870-12-31","United States","Massachusetts","Atlantic, Northwest","[no verbatim date data]","field number=PROVINCETOWN; group number=783"
"MCZ:Ich:154680","Ichthyology","154680","","","Diodon hystrix Linnaeus, 1758","[no specific locality data]","[no agent data]","1700-01-01","2001-03-01","","","","[no verbatim date data]","field number=WHOI; group number=789"
"MCZ:Ich:154724","Ichthyology","154724","","","Cymatogaster aggregata Gibbons, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154727","Ichthyology","154727","","","Micrometrus minimus (Gibbons, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154731","Ichthyology","154731","","","Brachyistius frenatus Gill, 1862","Two Harbors, Bird Rock, Catalina Island","[no agent data]","1992-03-14","1992-03-14","United States","California","Pacific, Eastern Central","14/3/1992","field number=CATALI1992:0314; group number=599"
"MCZ:Ich:154756","Ichthyology","154756","","","Hypsurus caryi (Agassiz, 1853)","[no specific locality data]","Scripps Institution of Oceanography","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=HD:SCRIPPS; group number=599"
"MCZ:Ich:159007","Ichthyology","159007","","","Prionotus evolans (Linnaeus, 1766)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=424"
"MCZ:Ich:154960","Ichthyology","154960","","","Megalops atlanticus Valenciennes, 1847","Cotuit, North Bay; S. side of Cape Cod.","[no agent data]","1974-09-10","1974-09-10","","","Atlantic, Northwest","10/9/1974-10/9/1974","field number=COTUIT1974; group number=66"
"MCZ:Ich:159405","Ichthyology","159405","","","Embiotoca lateralis Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599; previous number=PGB-12"
"MCZ:Ich:167686","Ichthyology","167686","","","Carcharias taurus Rafinesque, 1810","[no specific locality data]","New England Aquarium","1700-01-01","2008-03-01","","","","[no verbatim date data]","field number=NEAQUARIUM; group number=17"
"MCZ:Ich:170204","Ichthyology","170204","","","Chauliodus sloani Bloch & Schneider, 1801","[coordinate data only]","RV Delaware II 05-06","2005-04-18","2005-04-18","United States","","Atlantic, Northwest","18/4/2005-18/4/2005","field number=DL05-06:018; group number=149; previous number=JEC Otolith 2980"
"MCZ:Ich:170221","Ichthyology","170221","","","Nemichthys","[coordinate data only]","RV Delaware II 05-06","2005-04-18","2005-04-18","United States","","Atlantic, Northwest","18/4/2005-18/4/2005","field number=DL05-06:018; group number=96; previous number=JEC Otolith 2787"
"MCZ:Ich:170319","Ichthyology","170319","","","Nemichthys","[coordinate data only]","RV Delaware II 05-06","2005-04-17","2005-04-17","United States","","Atlantic Ocean","17/4/2005-17/4/2005","field number=DL05-06:015; group number=96; previous number=JEC Otolith 2792"
"MCZ:Ich:171944","Ichthyology","171944","","","Lampanyctus macdonaldi (Goode and Bean, 1896)","near Gulf Stream","RV Knorr 65","1977-04-29","1977-04-29","United States","","Atlantic, Northwest","29/4/1977-29/4/1977","field number=MOC10-038,1; group number=176"
"MCZ:Ich:171949","Ichthyology","171949","","","Serrivomer beanii Gill & Ryder, 1883","Center of cold-core ring 'Bob'","RV Knorr 65","1977-04-17","1977-04-17","High Seas","","Atlantic, Northwest","17/4/1977-17/4/1977","field number=MOC10-027,1; group number=95"
"MCZ:Ich:171956","Ichthyology","171956","","","Gonostoma elongatum Günther, 1878","Center of cold-core ring 'Bob'","RV Knorr 65","1977-04-21","1977-04-21","High Seas","","Atlantic, Northwest","21/4/1977-21/4/1977","field number=MOC10-032,0; group number=147"
"MCZ:Ich:172838","Ichthyology","172838","","","Lobotes surinamensis (Bloch, 1790)","[no specific locality data]","[no agent data]","2018-09-04","2018-09-04","","","","[no verbatim date data]",""
"MCZ:Ich:175868","Ichthyology","175868","","","Pygocentrus nattereri Kner, 1858","[no specific locality data]","[no agent data]","2022-10-06","2022-10-06","","","","[no verbatim date data]",""
"MCZ:Ich:154234","Ichthyology","154234","","","Lepomis sp.","Western States","[no agent data]","1700-01-01","1998-03-01","United States","","","[no verbatim date data]","field number=WESTERN_STATES; group number=509"
"MCZ:Ich:154236","Ichthyology","154236","","","Pomoxis sp.","Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","","[no verbatim date data]","field number=CHARLESTON; group number=509"
"MCZ:Ich:154244","Ichthyology","154244","","","Aspro sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=517"
"MCZ:Ich:154249","Ichthyology","154249","","","Stizostedion sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=517"
"MCZ:Ich:154269","Ichthyology","154269","","","Pomatomus saltatrix (Linnaeus, 1766)","Woods Hole","[no agent data]","1967-08-01","1967-08-01","United States","Massachusetts","Atlantic, Northwest","1/8/1967-1/8/1967","field number=WOODSHOLE:1967; group number=527"
"MCZ:Ich:154275","Ichthyology","154275","","","Fundulus diaphanus (Lesueur, 1817)","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","United States","Washington","","[no verbatim date data]","field number=WASHINGTON; group number=343; previous number=Baird  no. 18"
"MCZ:Ich:154278","Ichthyology","154278","","","Caranx hippos (Linnaeus, 1766)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=533; previous number=98?"
"MCZ:Ich:154292","Ichthyology","154292","","","Seriola dumerili (Risso, 1810)","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=USF&WL AQUARIUM; group number=533; previous number=110"
"MCZ:Ich:154297","Ichthyology","154297","","","Coryphaena hippurus Linnaeus, 1758","off Bimini","RV Oregon 109, Frank J. Mather III","1966-06-04","1966-06-04","Commonwealth of the Bahamas","","Atlantic, Western Central","4/6/1966","field number=OREGON1966:0604; group number=535; previous number=128"
"MCZ:Ich:154300","Ichthyology","154300","","","Brama sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=543"
"MCZ:Ich:154305","Ichthyology","154305","","","Etelis oculatus (Valenciennes, 1828)","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=551"
"MCZ:Ich:154307","Ichthyology","154307","","","Spicara sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=546"
"MCZ:Ich:154315","Ichthyology","154315","","","Mesoprion johnii","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","French Polynesia","","Pacific, Eastern Central","[no verbatim date data]","field number=SOCIETY_ISLANDS; group number=551; previous number=984"
"MCZ:Ich:154350","Ichthyology","154350","","","Pagrus pagrus (Linnaeus, 1758)","Martha's Vineyard, Menemsha Bight","FV Cap'n Bill III","1966-08-15","1966-08-15","United States","Massachusetts","Atlantic, Northwest","15/8/1966-15/8/1966","field number=CB1966:0815; group number=565"
"MCZ:Ich:154353","Ichthyology","154353","","","Sargus argenteus Valenciennes, 1830","Maldonado on Rio de la Plata","Thomas G. Cary, Jr.","1700-01-01","1875-12-31","Uruguay","Maldonado","","[no verbatim date data]","field number=TGC:MALDONA; group number=565; previous number=7070 or 7078"
"MCZ:Ich:154380","Ichthyology","154380","","","Leiostomus xanthurus Lacépède, 1802","off Charleston","Louis Agassiz","1847-01-01","1853-12-31","United States","South Carolina","Atlantic, Western Central","1847-1853","field number=LA:CHARLESTON; group number=567"
"MCZ:Ich:154390","Ichthyology","154390","","","Cynoscion nothus","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=567"
"MCZ:Ich:154396","Ichthyology","154396","","","Pogonias cromis (Linnaeus, 1766)","[no specific locality data]","Louis Agassiz","1700-01-01","1847-12-31","United States","New York","Atlantic, Northwest","[no verbatim date data]","field number=LA:NEWYORK; group number=567"
"MCZ:Ich:154411","Ichthyology","154411","","","Mullus barbatus Linnaeus, 1758","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=569"
"MCZ:Ich:154426","Ichthyology","154426","","","Pomacanthus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=590"
"MCZ:Ich:154440","Ichthyology","154440","","","Micrometrus minimus (Gibbons, 1854)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154441","Ichthyology","154441","","","Amphistichus argenteus Agassiz, 1854","San Francisco","[no agent data]","1700-01-01","1998-03-01","United States","California","Pacific, Eastern Central","[no verbatim date data]","field number=SAN FRANCISCO; group number=599"
"MCZ:Ich:154442","Ichthyology","154442","","","Amphistichus argenteus Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154462","Ichthyology","154462","","","Embiotoca jacksoni Agassiz, 1853","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154464","Ichthyology","154464","","","Embiotoca lateralis Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154478","Ichthyology","154478","","","Embiotocidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154500","Ichthyology","154500","","","Glyphidodon sordidus","[no specific locality data]","Andrew Garrett","1700-01-01","1861-12-31","French Polynesia","","Pacific, Eastern Central","[no verbatim date data]","field number=GARRETT:SOC; group number=603"
"MCZ:Ich:154501","Ichthyology","154501","","","Cirrhitichthys maculatus","off Kauai","[no agent data]","1700-01-01","1998-03-01","United States","Hawaii","Pacific, Eastern Central","[no verbatim date data]","field number=KAUAI; group number=607"
"MCZ:Ich:154510","Ichthyology","154510","","","Mugil brasiliensis Spix & Agassiz, 1831","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=621; previous number=807"
"MCZ:Ich:154517","Ichthyology","154517","","","Thalassoma pavo (Linnaeus, 1758)","Mediterranean Sea","[no agent data]","1700-01-01","1998-03-01","","","Mediterranean Sea","[no verbatim date data]","field number=MEDITERRANEAN; group number=627"
"MCZ:Ich:154521","Ichthyology","154521","","","Lachnolaimus maximus (Walbaum, 1792)","off Cuba","Felipe Poey","1861-01-01","1861-12-31","Cuba","","Caribbean Sea","1861-1861","field number=POEY; group number=627"
"MCZ:Ich:154552","Ichthyology","154552","","Additional Material","Anarhichas vomerinus Agassiz in Storer 1855","Nahant, Massachusetts Bay","Louis Agassiz","1700-01-01","2000-03-01","United States","Massachusetts","Gulf of Maine","[no verbatim date data]","field number=LA:NAHANT; group number=671"
"MCZ:Ich:154553","Ichthyology","154553","","Additional Material","Anarhichas vomerinus Agassiz in Storer 1855","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=671"
"MCZ:Ich:154561","Ichthyology","154561","","","Gobius auratus Risso, 1810","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=706"
"MCZ:Ich:154569","Ichthyology","154569","","","Acanthurus ctenodon Valenciennes, 1835","Kingsmill Group, Gilbert Islands","[no agent data]","1700-01-01","1998-03-01","Kiribati","","Pacific, Western Central","[no verbatim date data]","field number=GARRETT:KGM; group number=725; previous number=957"
"MCZ:Ich:154571","Ichthyology","154571","","","Teuthis sp.","[no specific locality data]","YGR","1913-04-15","1913-04-15","Dominica","","Atlantic, Western Central","15/4/1913-15/4/1913","field number=YGR:DOMINICA; group number=725; previous number=H8"
"MCZ:Ich:154583","Ichthyology","154583","","","Auxis thazard (Lacépède, 1800)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=733"
"MCZ:Ich:154596","Ichthyology","154596","","","Thunnus thynnus (Linnaeus, 1758)","North Atlantic","[no agent data]","1700-01-01","1998-03-01","","","Atlantic Ocean","[no verbatim date data]","field number=WCS:N.ATLANTIC; group number=733"
"MCZ:Ich:154609","Ichthyology","154609","","","Istiophorus americanus (Cuvier, 1832)","off Bahamas, north of Bimini","RV Oregon 109, Frank J. Mather III","1966-05-28","1966-05-28","","","Straits of Florida","28/5/1966-28/5/1966","field number=OREGON109:1966; group number=742; previous number=124"
"MCZ:Ich:154616","Ichthyology","154616","","","Peprilus triacanthus (Peck, 1804)","[no specific locality data]","[no agent data]","1847-01-01","1847-12-31","United States","New York","","1847-1847","field number=NEW YORK:1847; group number=746"
"MCZ:Ich:154639","Ichthyology","154639","","","Triacanthus sp.","Penang","William H. A. Putnam","1860-02-01","1860-08-31","Malaysia","","Strait of Malacca","0/2/1860-0/8/1860","field number=CP:PENANG; group number=776"
"MCZ:Ich:154641","Ichthyology","154641","","","Pleuronectidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=770; previous number=7109"
"MCZ:Ich:154654","Ichthyology","154654","","","Balistes sp.","off Charleston","[no agent data]","1700-01-01","1998-03-01","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=778"
"MCZ:Ich:154657","Ichthyology","154657","","","Balistidae sp.","China Sea","William H. A. Putnam","1857-01-01","1857-12-31","China","","Pacific, Northwest","1857-1857","field number=CP:CHINA SEA; group number=778"
"MCZ:Ich:154662","Ichthyology","154662","","","Ostracion sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=781"
"MCZ:Ich:154671","Ichthyology","154671","","","Tetraodon sp.","off Singapore","Captain Putnam","1700-01-01","2017-07-24","Singapore","","Pacific, Western Central","[no verbatim date data]","field number=CP:SINGAPORE; group number=783"
"MCZ:Ich:154672","Ichthyology","154672","","","Tetraodon sp.","off Charleston","[no agent data]","1700-01-01","1870-12-31","United States","South Carolina","Atlantic, Western Central","[no verbatim date data]","field number=CHARLESTON; group number=783"
"MCZ:Ich:154739","Ichthyology","154739","","","Brosme brosme (Ascanius, 1772)","Boston","[no agent data]","1847-01-01","1847-12-31","United States","Massachusetts","","1847-1847","field number=BOSTON1847; group number=319"
