 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:57469","Ichthyology","57469","","","Lepomis macrochirus Baird & Girard","Milton, Popes Pond","Karsten E. Hartel, Charles R. Gougeon, Stephen F.   Norton","1979-10-01","1979-10-01","United States","Massachusetts","","1/10/1979-1/10/1979","field number=KEH7947; group number=509"
"MCZ:Ich:48008","Ichthyology","48008","","","Teleogramma brichardi Poll, 1959","Congo River, rapids at Kinsuka, near Kinshasa","Tyson R. Roberts","1971-06-20","1971-06-20","Democratic Republic of the Congo","","","20/6/1971-20/6/1971","field number=TRR71:0620; group number=601"
"MCZ:Ich:57564","Ichthyology","57564","","","Campostoma anomalum (Rafinesque, 1820)","Gladys Fork of Cheat River at Rt. 33","Karsten E. Hartel, David Pybus","1977-10-14","1977-10-14","United States","West Virginia","","14/10/1977-14/10/1977","field number=KEH7706; group number=230"
"MCZ:Ich:57655","Ichthyology","57655","","Voucher","Stomias affinis Günther, 1887","[no specific locality data]","Richard H. Backus, RV Atlantis II 059","1970-11-20","1970-11-20","Cape Verde","","Atlantic, Eastern Central","20/11/1970-20/11/1970","field number=RHB2067; group number=154"
"MCZ:Ich:61774","Ichthyology","61774","","","Lycodes pacificus Collett, 1879","San Juan Islands, East Sound, Orcas Island.","Stephen F.   Norton, RV Nugget","1982-09-04","1982-09-04","","","Pacific, Northeast","4/9/1982-4/9/1982","field number=SFN82:0904A; group number=330"
"MCZ:Ich:61970","Ichthyology","61970","","","Anchoa filifera (Fowler, 1915)","2/3 Maria Chiquita- Porto Bello","Ira Rubinoff","1961-02-17","1961-02-17","Panama","","Caribbean Sea","17/2/1961-17/2/1961","field number=IR012; group number=114; previous number=MCZ 44747"
"MCZ:Ich:66651","Ichthyology","66651","","Voucher","Argyropelecus lychnus lychnus Garman, 1899","[coordinate data only]","Richard H. Backus, RV Atlantis II 020","1966-04-30","1966-04-30","Barbados","","Caribbean Sea","30/4/1966-30/4/1966","field number=RHB1223; group number=149"
"MCZ:Ich:66656","Ichthyology","66656","","Voucher","Argyropelecus hemigymnus Cocco, 1829","[coordinate data only]","Richard H. Backus, RV Atlantis II 049","1969-06-03","1969-06-03","","","Mediterranean Sea","3/6/1969-3/6/1969","field number=RHB1850; group number=149"
"MCZ:Ich:66658","Ichthyology","66658","","Voucher","Argyropelecus gigas Norman, 1930","[coordinate data only]","Richard H. Backus, RV Chain 060","1966-06-21","1966-06-21","United States","","Gulf of Mexico","21/6/1966-21/6/1966","field number=RHB1305; group number=149"
"MCZ:Ich:75347","Ichthyology","75347","","","Scomberomorus cavalla (Cuvier, 1829)","[coordinate data only]","RV Oceanus 158, Karsten E. Hartel","1984-08-12","1984-08-12","","","Atlantic Ocean","12/8/1984-12/8/1984","field number=KEH8409; group number=733"
"MCZ:Ich:75510","Ichthyology","75510","","","Argyropelecus aculeatus Valenciennes, 1849","[coordinate data only]","Richard H. Backus, RV Chain 060","1966-06-05","1966-06-05","Colombia","","Caribbean Sea","5/6/1966-5/6/1966","field number=RHB1274; group number=149"
"MCZ:Ich:75511","Ichthyology","75511","","","Argyropelecus olfersii (Cuvier, 1829)","off Azores, Portugal","Richard H. Backus, RV Atlantis II 013","1964-09-20","1964-09-20","","","Atlantic, Northeast","20/9/1964-20/9/1964","field number=RHB1037; group number=149"
"MCZ:Ich:75562","Ichthyology","75562","","","Thunnus atlanticus (Lesson, 1831)","west of cold-core 'Bob'","RV Endeavor 011","1977-08-02","1977-08-02","United States","","Atlantic, Western Central","2/8/1977-2/8/1977","field number=MOC10-043; group number=733"
"MCZ:Ich:75567","Ichthyology","75567","","","Thunnus atlanticus (Lesson, 1831)","Florida Current - Jacksonville/St. Augustine Section","James E. Craddock, RV Oceanus 049","1978-08-03","1978-08-03","United States","","Atlantic, Western Central","3/8/1978-3/8/1978","field number=MOC10-092,0; group number=733"
"MCZ:Ich:75586","Ichthyology","75586","","","Thunnus atlanticus (Lesson, 1831)","[no specific locality data]","RV Crawford 172, James E. Craddock","1968-08-12","1968-08-12","United States","","Georges Bank","12/8/1968-12/8/1968","field number=SUN9505; group number=733"
"MCZ:Ich:75592","Ichthyology","75592","","","Thunnus atlanticus (Lesson, 1831)","[coordinate data only]","Richard H. Backus, RV Chain 060","1966-06-17","1966-06-17","Mexico","","Atlantic, Western Central","17/6/1966-17/6/1966","field number=RHB1293; group number=733"
"MCZ:Ich:75594","Ichthyology","75594","","","Thunnus atlanticus (Lesson, 1831)","[coordinate data only]","Richard H. Backus, RV Chain 060","1966-06-19","1966-06-19","Mexico","","Atlantic, Western Central","19/6/1966-19/6/1966","field number=RHB1298; group number=733"
"MCZ:Ich:75604","Ichthyology","75604","","","Thunnus alalunga","[coordinate data only]","Richard H. Backus, RV Atlantis II 078","1973-09-08","1973-09-08","High Seas","","Atlantic, Eastern Central","8/9/1973-8/9/1973","field number=RHB2908; group number=733"
"MCZ:Ich:75614","Ichthyology","75614","","","Thunnus","[coordinate data only]","Richard H. Backus, RV Atlantis II 078","1973-10-13","1973-10-13","High Seas","","Atlantic, Western Central","13/10/1973-13/10/1973","field number=RHB2989; group number=733"
"MCZ:Ich:75616","Ichthyology","75616","","","Thunnus atlanticus (Lesson, 1831)","[no specific locality data]","RV Oceanus 158, Karsten E. Hartel","1984-08-12","1984-08-12","","","Atlantic, Northwest","12/8/1984-12/8/1984","field number=KEH8410; group number=733"
"MCZ:Ich:75621","Ichthyology","75621","","","Thunnus alalunga","[coordinate data only]","RV Oceanus 158, Karsten E. Hartel","1984-08-25","1984-08-25","High Seas","","Atlantic, Eastern Central","25/8/1984-25/8/1984","field number=KEH8458; group number=733"
"MCZ:Ich:80344","Ichthyology","80344","","","Chaetodipterus faber (Broussonet, 1782)","Florida","[no agent data]","1700-01-01","1988-03-01","United States","Florida","Atlantic, Western Central","[no verbatim date data]","field number=AK-FLA; group number=583"
"MCZ:Ich:80348","Ichthyology","80348","","","Myoxocephalus aenaeus (Mitchill, 1814)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=445; previous number=SEP730"
"MCZ:Ich:80620","Ichthyology","80620","","","Hoplotilapia retrodens (Hilgendorf, 1888)","Lake Victoria: Mwanza Gulf.  Habitat sandy with papyrus.","Gillian Kendall, Robert L. Dorit","1983-07-21","1983-07-21","Tanzania","","","21/7/1983-21/7/1983","field number=RLD:83-T12; group number=601; previous number=Z25163"
"MCZ:Ich:80625","Ichthyology","80625","","","Neochromis greenwoodi Seehausen & Bouton, 1998","Lake Victoria: Kilimo Bay, near Mwanza.","Gillian Kendall, Robert L. Dorit","1984-08-03","1984-08-03","Tanzania","","","3/8/1984-3/8/1984","field number=RLD:84-T06; group number=601; previous number=Z25916"
"MCZ:Ich:80641","Ichthyology","80641","","","Neochromis greenwoodi Seehausen & Bouton, 1998","[no specific locality data]","[no agent data]","1700-01-01","1993-03-01","","","","[no verbatim date data]","field number=RLD:VICTORIA; group number=601; previous number=Z25008"
"MCZ:Ich:80644","Ichthyology","80644","","","Macropleurodus bicolor (Boulenger, 1906)","[no specific locality data]","Gillian Kendall, Robert L. Dorit","1700-01-01","1988-03-01","","","","[no verbatim date data]","field number=RLD:DATA?; group number=601; previous number=Z25193"
"MCZ:Ich:76321","Ichthyology","76321","","Paratype","Notoglanidium pallidum Roberts & Stewart, 1976","Zaire River mainstream near Bulu, W of Luozi","Tyson R. Roberts, Donald J. Stewart","1973-07-15","1973-07-15","Democratic Republic of the Congo","","","15/7/1973-15/7/1973","field number=R&S29; group number=247; previous number=MCZ 50294 ?"
"MCZ:Ich:67957","Ichthyology","67957","","","Histrio histrio (Linn.)","[coordinate data only]","Richard H. Backus, RV Chain 085","1968-12-05","1968-12-05","High Seas","","Atlantic, Western Central","5/12/1968-5/12/1968","field number=RHB1722; group number=296"
"MCZ:Ich:76671","Ichthyology","76671","","","Lophius sp.","[coordinate data only]","James E. Craddock, RV Oceanus 121","1982-06-16","1982-06-16","United States","","Atlantic, Western Central","16/6/1982-16/6/1982","field number=MOC20-019,5; group number=293"
"MCZ:Ich:76819","Ichthyology","76819","","","Cryptopsaras couesii Gill","Center of cold-core ring 'Al'","RV Knorr 62","1976-12-06","1976-12-06","High Seas","","Atlantic, Northwest","6/12/1976-6/12/1976","field number=MOC10-020,3; group number=308"
"MCZ:Ich:64294","Ichthyology","64294","","Paratype","Elassoma okatie Rohde & Arndt, 1987","Roadside ditch, second bridge, on W side of Rt 321, 2.7 km S of Tillman.","Rudolf G. Arndt, and students","1979-03-21","1979-03-21","United States","South Carolina","","21/3/1979-21/3/1979","field number=RGA79-04; group number=509"
"MCZ:Ich:64304","Ichthyology","64304","","","Aspitrigla cuculus (Linnaeus, 1758)","Bigbury Bay, Plymouth","Alwyne C. Wheeler, B. Brewster","1986-06-13","1986-06-13","United Kingdom","","Atlantic, Northeast","13/6/1986-13/6/1986","field number=AW1986:0613; group number=424"
"MCZ:Ich:64324","Ichthyology","64324","","","Ptereleotris evides (Jordan & Hubbs, 1925)","Great Barrier Reef, outer shelf off Townsville; Myrmidon Reef Sta. 1.","David McB Williams","1984-01-01","1984-12-31","Australia","","Pacific, Western Central","1984-1984","field number=GBR3:01; group number=719"
"MCZ:Ich:64773","Ichthyology","64773","","","Polymixia","Florida Current - St Augustine Section","James E. Craddock, RV Oceanus 055","1979-02-16","1979-02-16","United States","","Atlantic, Western Central","16/2/1979-16/2/1979","field number=MOC10-140,3; group number=366"
"MCZ:Ich:64777","Ichthyology","64777","","Voucher","Diretmidae sp.","[coordinate data only]","Richard H. Backus, RV Atlantis II 060","1971-07-02","1971-07-02","","","Amazonian","2/7/1971-2/7/1971","field number=RHB2298; group number=368"
"MCZ:Ich:64917","Ichthyology","64917","","","Pollachius virens (Linnaeus, 1758)","[coordinate data only]","RV Dana","1934-06-06","1934-06-06","","","Atlantic Ocean","6/6/1934-6/6/1934","field number=DANA5191-15; group number=319; previous number=ZMUC (NWAFC 7)"
"MCZ:Ich:65033","Ichthyology","65033","","","Pagrus pagrus (Linnaeus, 1758)","off South Carolina","South Carolina Wildlife and Marine Resources","1979-03-27","1979-03-27","United States","South Carolina","Atlantic, Western Central","27/3/1979-27/3/1979","field number=SC05790113; group number=565"
"MCZ:Ich:78018","Ichthyology","78018","","","Monolene antillarum Norman, 1933","Florida Current - Cape Romain Section","James E. Craddock, RV Oceanus 049","1978-08-02","1978-08-02","United States","","Atlantic, Western Central","2/8/1978-2/8/1978","field number=MOC10-089,0; group number=768"
"MCZ:Ich:69574","Ichthyology","69574","","","Thalassoma bifasciatum (Bloch)","Hogsty Reef","Peter Major","1984-04-08","1984-04-09","Commonwealth of the Bahamas","","Atlantic, Western Central","8/4/1984-8/4/1984","field number=HOGSTY-17; group number=627"
"MCZ:Ich:69575","Ichthyology","69575","","","Halichoeres sp.","Hogsty Reef","Peter Major","1984-04-08","1984-04-09","Commonwealth of the Bahamas","","Atlantic, Western Central","8/4/1984-8/4/1984","field number=HOGSTY-17; group number=627"
"MCZ:Ich:69579","Ichthyology","69579","","","Scaridae","Hogsty Reef","Peter Major","1984-04-05","1984-04-05","Commonwealth of the Bahamas","","Atlantic, Western Central","5/4/1984-5/4/1984","field number=HOGSTY-03; group number=629"
"MCZ:Ich:74167","Ichthyology","74167","","Voucher","Cryptacanthodes maculatus D.H. Storer, 1839","Sheepscot River, off NE tip of Westport Island, PM ebb tide","Maine Yankee Suryey","1979-03-22","1979-03-22","United States","Maine","Atlantic, Northwest","22/3/1979-22/3/1979","field number=S1PE:790322; group number=683"
"MCZ:Ich:70174","Ichthyology","70174","","","Holocentridae sp.","[no specific locality data]","Richard H. Backus, RV Atlantis II 020","1966-04-09","1966-04-09","","","Amazonian","9/4/1966-9/4/1966","field number=RHB1214; group number=376"
"MCZ:Ich:92896","Ichthyology","92896","","","Orestias","Copacabana market on Lake Titicaca","Thomas J. Zaret, and party","1977-06-22","1977-06-22","Peru","","","22/6/1977-22/6/1977","field number=TJZ77:0622; group number=343"
"MCZ:Ich:96929","Ichthyology","96929","","","Neochromis greenwoodi Seehausen & Bouton, 1998","Lake Victoria: Nyegezi Fisheries Institute, Mwanza, at rocks near fisheries","Gillian Kendall, Robert L. Dorit","1984-08-02","1984-08-03","Tanzania","","","2/8/1984-3/8/1984","field number=RLD:84-T05B; group number=601; previous number=Z25882 & 88325884"
"MCZ:Ich:84206","Ichthyology","84206","","","Selene setapinnis (Mitchill, 1815) or Selene brownii (Cuvier, 1816)","[coordinate data only]","Richard H. Backus, RV Chain 049","1965-06-14","1965-06-14","Venezuela","","Atlantic, Western Central","14/6/1965-14/6/1965","field number=RHB1105; group number=533"
"MCZ:Ich:89140","Ichthyology","89140","","","Ichthyococcus ovatus (Cocco, 1838)","Center of warm-core Gulf Stream ring 82H","RV Knorr 98","1982-10-08","1982-10-08","","","Slope Water","8/10/1982-8/10/1982","field number=MOC20-062,3; group number=148"
"MCZ:Ich:93422","Ichthyology","93422","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","J. F. Bertrand, L. Goodrich","1989-01-01","1989-12-31","","","","1989","field number=BIO130:JFB-LG; group number=601"
"MCZ:Ich:93427","Ichthyology","93427","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","J. F. Bertrand, L. Goodrich","1989-01-01","1989-12-31","","","","1989","field number=BIO130:JFB-LG; group number=601"
"MCZ:Ich:97611","Ichthyology","97611","","Voucher","Chiasmodon microcephalus Norman 1929","[coordinate data only]","RV Anton Bruun 13","1966-01-15","1966-01-15","Chile","","Pacific, Southeast","15/1/1966-15/1/1966","field number=AB13-18; group number=653"
"MCZ:Ich:89486","Ichthyology","89486","","","Bathylagus euryops Good & Bean, 1896","[coordinate data only]","RV Endeavor 133","1985-08-16","1985-08-16","Greenland","","Atlantic, Northeast","16/8/1985-16/8/1985","field number=EN133-22; group number=135"
"MCZ:Ich:90081","Ichthyology","90081","","Voucher","Cyclopsetta fimbriata (Goode and Bean, 1886)","[coordinate data only]","RV Eastward","1971-03-21","1971-03-21","United States","","Atlantic, Western Central","21/3/1971-21/3/1971","field number=EASTW16604; group number=768"
"MCZ:Ich:81734","Ichthyology","81734","partial","Additional Material","Myctophum fissunovi Bekker & Borodulina, 1971","Chain Cruise 99 at station 1118. Off Somalia.","RV Chain 099","1970-09-25","1970-09-25","Somalia","","Indian Ocean, Western","25/9/1970-25/9/1970","field number=CH099-1118D; group number=176"
"MCZ:Ich:81736","Ichthyology","81736","","","Pseudalutarius nasicornis (Temminck & Schlegel, 1850)","Coral Sea","G. Richard Harbison, RV Lady Basten","1981-12-03","1981-12-03","Papua New Guinea","","Pacific, Western Central","3/12/1981-3/12/1981","field number=GRH1047; group number=778"
"MCZ:Ich:87031","Ichthyology","87031","","","Masturus lanceolatus (Liénard, 1840)","[coordinate data only]","Richard H. Backus, RV Atlantis II 078","1973-10-24","1973-10-24","High Seas","","Atlantic, Western Central","24/10/1973-24/10/1973","field number=RHB3014; group number=790"
"MCZ:Ich:95679","Ichthyology","95679","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601"
"MCZ:Ich:95693","Ichthyology","95693","","","Amphiprion polymnus (Linnaeus, 1758)","[no specific locality data]","New England Aquarium","1989-01-01","1989-12-31","","","","1989-1989","field number=DILLING1989:90R; group number=603; previous number=LD00"
"MCZ:Ich:95703","Ichthyology","95703","","","Amphiprion polymnus (Linnaeus, 1758)","[no specific locality data]","New England Aquarium","1989-01-01","1989-12-31","","","","1989-1989","field number=DILLING1989:90R; group number=603; previous number=LD10"
"MCZ:Ich:95704","Ichthyology","95704","","","Amphiprion polymnus (Linnaeus, 1758)","[no specific locality data]","New England Aquarium","1989-01-01","1989-12-31","","","","1989-1989","field number=DILLING1989:90R; group number=603; previous number=LD11"
"MCZ:Ich:95708","Ichthyology","95708","","","Amphiprion polymnus (Linnaeus, 1758)","[no specific locality data]","New England Aquarium","1989-01-01","1989-12-31","","","","1989-1989","field number=DILLING1989:90R; group number=603; previous number=LD15"
"MCZ:Ich:95718","Ichthyology","95718","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=D3"
"MCZ:Ich:95719","Ichthyology","95719","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=D4"
"MCZ:Ich:95723","Ichthyology","95723","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=D8"
"MCZ:Ich:95726","Ichthyology","95726","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=D11"
"MCZ:Ich:95727","Ichthyology","95727","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=D12"
"MCZ:Ich:95740","Ichthyology","95740","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=C'21"
"MCZ:Ich:95741","Ichthyology","95741","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=C15"
"MCZ:Ich:95743","Ichthyology","95743","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=C17"
"MCZ:Ich:95746","Ichthyology","95746","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=C20"
"MCZ:Ich:95754","Ichthyology","95754","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=B20"
"MCZ:Ich:95774","Ichthyology","95774","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=B26'"
"MCZ:Ich:95784","Ichthyology","95784","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A35"
"MCZ:Ich:95792","Ichthyology","95792","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A30'"
"MCZ:Ich:95800","Ichthyology","95800","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=D9F"
"MCZ:Ich:95830","Ichthyology","95830","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=B31C"
"MCZ:Ich:95833","Ichthyology","95833","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A30C"
"MCZ:Ich:95835","Ichthyology","95835","","","Pterophyllum scalare (Lichtenstein, 1826)","Aquarium specimens","[no agent data]","1991-01-01","1991-12-31","","","","1991-1991","field number=CC1991:90R; group number=601; previous number=A32F"
"MCZ:Ich:91787","Ichthyology","91787","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-07","1989-02-07","","","Pacific, Eastern Central","7/2/1989-7/2/1989","field number=ES:SD89-3; group number=599; previous number=SD3 20A"
"MCZ:Ich:91798","Ichthyology","91798","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 24B"
"MCZ:Ich:91818","Ichthyology","91818","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 22B"
"MCZ:Ich:91819","Ichthyology","91819","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 16B"
"MCZ:Ich:91825","Ichthyology","91825","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-03-20","1989-03-20","","","Pacific, Eastern Central","20/3/1989-20/3/1989","field number=ES:SD89-5; group number=599; previous number=SD5 11A"
"MCZ:Ich:91827","Ichthyology","91827","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-07","1989-02-07","","","Pacific, Eastern Central","7/2/1989-7/2/1989","field number=ES:SD89-3; group number=599; previous number=SD3 3A"
"MCZ:Ich:91829","Ichthyology","91829","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 25B"
"MCZ:Ich:91830","Ichthyology","91830","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 18A"
"MCZ:Ich:91836","Ichthyology","91836","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-28","1989-02-28","","","Pacific, Eastern Central","28/2/1989-28/2/1989","field number=ES:SD89-4; group number=599; previous number=SD4 37B"
"MCZ:Ich:91839","Ichthyology","91839","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-03-20","1989-03-20","","","Pacific, Eastern Central","20/3/1989-20/3/1989","field number=ES:SD89-5; group number=599; previous number=SD5 16D"
"MCZ:Ich:91843","Ichthyology","91843","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-03-20","1989-03-20","","","Pacific, Eastern Central","20/3/1989-20/3/1989","field number=ES:SD89-5; group number=599; previous number=SD5 5B"
"MCZ:Ich:91852","Ichthyology","91852","","","Micrometrus minimus (Gibbons, 1854)","Tomales Bay","Eric T. Schultz","1986-01-01","1986-12-31","","","Pacific, Eastern Central","1986-1986","field number=ES:SF86; group number=599; previous number=SF10 28"
"MCZ:Ich:91853","Ichthyology","91853","","","Micrometrus minimus (Gibbons, 1854)","Tomales Bay","Eric T. Schultz","1986-01-01","1986-12-31","","","Pacific, Eastern Central","1986-1986","field number=ES:SF86; group number=599; previous number=SF10 30"
"MCZ:Ich:91861","Ichthyology","91861","","","Micrometrus minimus (Gibbons, 1854)","Off San Diego","Eric T. Schultz","1989-02-07","1989-02-07","","","Pacific, Eastern Central","7/2/1989-7/2/1989","field number=ES:SD89-3; group number=599; previous number=SD3 26A"
"MCZ:Ich:95942","Ichthyology","95942","","","Argentina striata Goode and Bean, 1896","[no specific locality data]","RV Delaware II","1990-09-21","1990-09-21","United States","","So. New England","21/9/1990-21/9/1990","field number=DL90-11:109; group number=133"
"MCZ:Ich:87451","Ichthyology","87451","","","Ammodytes hexapterus Pallas, 1814","Bluff Island, dropped by returning sea birds.","William H. Drury","1976-07-01","1976-08-31","United States","Alaska","Pacific, Northeast","0/7/1976-0/8/1976","field number=WHD76:BLUFF; group number=698"
"MCZ:Ich:87590","Ichthyology","87590","","","Balistes vetula Linnaeus, 1758","Florida Current - St Augustine Section","James E. Craddock, RV Oceanus 055","1979-02-16","1979-02-16","United States","","Atlantic, Western Central","16/2/1979-16/2/1979","field number=MOC10-140,5; group number=778"
"MCZ:Ich:92227","Ichthyology","92227","","Voucher","Ophidion robinsi Fahay, 1992 (MS)","[no specific locality data]","RV Albatross IV 85-08","1985-09-11","1985-09-11","","","Mid-Atlantic Bight","27/7/1984-27/7/1984","field number=AL85-08:014; group number=323"
"MCZ:Ich:109094","Ichthyology","109094","","","Gonostoma elongatum Günther, 1878","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=147; previous number=389 C"
"MCZ:Ich:113550","Ichthyology","113550","","","Cheilodipterus quiquilineata","[no specific locality data]","Patrick L. Colin","1986-11-07","1986-11-07","","","","7/11/1986-7/11/1986","field number=PC1986:1107; group number=513; previous number=#4"
"MCZ:Ich:113559","Ichthyology","113559","","","Cichlasoma nigrofasciatum (Günther, 1867)","Laboratory hatched at Boston University","Jacqueline F. Webb","1986-01-01","1986-12-31","","","","1986-1986","field number=JW1986; group number=601; previous number=#C2-1"
"MCZ:Ich:100634","Ichthyology","100634","","","Platypanchax modestus cf.","Mpanga River, N. of Fort Portal, near Nakasero School.","Lauren J. Chapman, Colin A. Chapman","1992-09-02","1992-09-02","Uganda","Tororo","","2/9/1992-2/9/1992","field number=LC-MPNK92:0902; group number=343"
"MCZ:Ich:100900","Ichthyology","100900","","","Ptyochromis sauvagei (Pfeffer, 1896)","Lake Victoria: Mwanza Gulf.  Habitat sandy with papyrus.","Gillian Kendall, Robert L. Dorit","1983-07-21","1983-07-21","Tanzania","","","21/7/1983-21/7/1983","field number=RLD:83-T12; group number=601; previous number=Z-25172"
"MCZ:Ich:100906","Ichthyology","100906","","","Paralabidochromis chilotes (Boulenger, 1911)","Lake Victoria: Rusinga Island, Utajo Beach.","Gillian Kendall, Robert L. Dorit","1984-07-21","1984-07-21","Kenya","","","21/7/1984-21/7/1984","field number=RLD:84-K12; group number=601; previous number=Z-25775"
"MCZ:Ich:100913","Ichthyology","100913","","","Neochromis greenwoodi Seehausen & Bouton, 1998","Lake Victoria: Hippo Island, Mwanza Gulf","Gillian Kendall, Robert L. Dorit","1984-08-05","1984-08-05","Tanzania","","","5/8/1984-5/8/1984","field number=RLD:84-T01; group number=601; previous number=Z-25995"
"MCZ:Ich:100963","Ichthyology","100963","","","Clupea","fishes from Vancouver Aquarium,  Canada, collected locally.","J.B. Marliave","1993-01-01","1993-12-31","Canada","British Columbia","Pacific, Northeast","1993-1993","field number=JM:VANCOUVER; group number=110; previous number=Day 32 B2"
"MCZ:Ich:101069","Ichthyology","101069","","","Pimelodus blochii group","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=267"
"MCZ:Ich:101160","Ichthyology","101160","","","Esox niger Lesueur, 1818","Sturtevant Pond, Magalloway PLT, Guildhall","E-Map Program, US Environmental Protection Agency","1993-08-13","1993-08-13","United States","Maine","","13/8/1993-13/8/1993","field number=EMAP93:ME511; group number=145"
"MCZ:Ich:110071","Ichthyology","110071","","","Pseudopleuronectes americanus (Walbaum, 1792)","Laboratory reared: hatched 9 Mar 1988","Grace Klein-MacPhee","1988-03-09","1988-03-09","","","","[no verbatim date data]","field number=GK-MCF/88:0309; group number=770"
