 "GUID","COLLECTION","CAT_NUM","DEACCESSIONED","TOPTYPESTATUS","SCI_NAME_WITH_AUTH_PLAIN","SPEC_LOCALITY","COLLECTORS","BEGAN_DATE","ENDED_DATE","COUNTRY","STATE_PROV","WATERBODY","VERBATIM_DATE","OTHERCATALOGNUMBERS"
"MCZ:Ich:100966","Ichthyology","100966","","","Hemilepidotus","fishes from Vancouver Aquarium,  Canada, collected locally.","J.B. Marliave","1993-01-01","1993-12-31","Canada","British Columbia","Pacific, Northeast","1993-1993","field number=JM:VANCOUVER; group number=445; previous number=12-20-90 B1"
"MCZ:Ich:100967","Ichthyology","100967","","","Hemilepidotus","fishes from Vancouver Aquarium,  Canada, collected locally.","J.B. Marliave","1993-01-01","1993-12-31","Canada","British Columbia","Pacific, Northeast","1993-1993","field number=JM:VANCOUVER; group number=445; previous number=01-05-91 B1"
"MCZ:Ich:100968","Ichthyology","100968","","","Hemilepidotus","fishes from Vancouver Aquarium,  Canada, collected locally.","J.B. Marliave","1993-01-01","1993-12-31","Canada","British Columbia","Pacific, Northeast","1993-1993","field number=JM:VANCOUVER; group number=445; previous number=01-17-91 B1"
"MCZ:Ich:100973","Ichthyology","100973","","","Hemilepidotus","fishes from Vancouver Aquarium,  Canada, collected locally.","J.B. Marliave","1993-01-01","1993-12-31","Canada","British Columbia","Pacific, Northeast","1993-1993","field number=JM:VANCOUVER; group number=445; previous number=03-14-91 B1"
"MCZ:Ich:101071","Ichthyology","101071","","","Aspredinidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=265"
"MCZ:Ich:110074","Ichthyology","110074","","","Citharichthys stigmaeus Jordan and Gilbert, 1882","CalCOFI 6912-63.55","[no agent data]","1969-09-17","1969-09-17","","","Pacific Ocean","17/9/1969-17/9/1969","field number=CALCOFI6912; group number=768"
"MCZ:Ich:110077","Ichthyology","110077","","","Symphurus atricaudus (Jordan and Gilbert, 1880)","CalCOFI 7510-AX-120.40","[no agent data]","1975-10-11","1975-10-11","","","Pacific Ocean","11/10/1975-11/10/1975","field number=CALCOFI7510; group number=774"
"MCZ:Ich:101620","Ichthyology","101620","","","Enneacanthus gloriosus (Holbrook, 1855)","[no specific locality data]","Karsten E. Hartel","1700-01-01","1995-03-01","United States","Georgia","","[no verbatim date data]","field number=KEH83-01; group number=509"
"MCZ:Ich:101621","Ichthyology","101621","","","Centrarchus macropterus (Lacépède, 1801)","[no specific locality data]","Karsten E. Hartel","1700-01-01","1995-03-01","United States","Georgia","","[no verbatim date data]","field number=KEH83-01; group number=509"
"MCZ:Ich:98431","Ichthyology","98431","","Paratype","Platyurosternarchus crypticus de Santana & Vari, 2009","Moco-Moco Creek","Carl D. Hopkins","1970-08-23","1970-08-23","Guyana","","","23/8/1970-23/8/1970","field number=HOPKINS70:0823; group number=226"
"MCZ:Ich:98560","Ichthyology","98560","","Voucher","Loweina rara (Lütken, 1892)","Center of cold-core ring 'Al'","RV Knorr 65","1977-04-24","1977-04-24","High Seas","","Atlantic, Northwest","24/4/1977-24/4/1977","field number=MOC10-034,2; group number=176"
"MCZ:Ich:98564","Ichthyology","98564","","","Centrobranchus nigroocellatus (Gunther)","[coordinate data only]","James E. Craddock, RV Atlantis II 078","1973-09-17","1973-09-17","","","Amazonian","17/9/1973-17/9/1973","field number=SUN2928; group number=176; previous number=JEC 6114"
"MCZ:Ich:98705","Ichthyology","98705","","","Synagrops","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=476; previous number=USNM"
"MCZ:Ich:106929","Ichthyology","106929","","","Rypticus randalli Courtenay","Mayaguez","John E. Randall","1964-04-01","1964-04-01","United States","Puerto Rico","Caribbean Sea","1/4/1964-1/4/1964","field number=RANDALL64:0401; group number=476"
"MCZ:Ich:99281","Ichthyology","99281","","","Poecilocharax weitzmani Géry, 1965","Morichal Zamorae, (cano) between Rio Tauca and Rio Tiquire on Maripa-Ciudad Bolivar highway.","James E. Böhlke, and party","1977-03-02","1977-03-02","Venezuela","Bolivar","","2/3/1977-2/3/1977","field number=Z99281; group number=204"
"MCZ:Ich:103443","Ichthyology","103443","","","Theragra chalcogramma (Pallas, 1814)","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=319; previous number=2MF86-G159A 6B3"
"MCZ:Ich:103446","Ichthyology","103446","","","Theragra chalcogramma (Pallas, 1814)","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=319; previous number=DE-4  sT.6 6B5"
"MCZ:Ich:103448","Ichthyology","103448","","","Theragra chalcogramma (Pallas, 1814)","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=319; previous number=1CH83-D063D*"
"MCZ:Ich:103450","Ichthyology","103450","","","Theragra chalcogramma (Pallas, 1814)","larvae from UW fish collection","University of Washington","1700-01-01","1994-03-01","","","Pacific, Northeast","[no verbatim date data]","field number=UW:LARVAE; group number=319; previous number=SIED 77-9*"
"MCZ:Ich:126553","Ichthyology","126553","","","Centropristis sp.","","RV Dolphin","1965-12-15","1965-12-15","","","Atlantic Ocean","15/12/1965-15/12/1965","field number=D-65-04:N-4(2); group number=476"
"MCZ:Ich:126563","Ichthyology","126563","","","Pseudogramma sp.","","RV Dolphin","1967-07-30","1967-07-30","","","Atlantic Ocean","30/7/1967-30/7/1967","field number=D-67-08:CC-4; group number=483"
"MCZ:Ich:126564","Ichthyology","126564","","","Pseudogramma sp.","Needs additional data","RV Dolphin","1968-01-27","1968-01-27","","","Atlantic Ocean","27/1/1968-27/1/1968","field number=D-68-01:BB-6; group number=483"
"MCZ:Ich:126572","Ichthyology","126572","","","Hemanthias vivanus (Jordan & Swain, 1885)","[no specific locality data]","RV Dolphin","1968-04-10","1968-04-10","","","Atlantic Ocean","10/4/1968-10/4/1968","field number=D-68-03:01; group number=476"
"MCZ:Ich:122705","Ichthyology","122705","","","Ceratoscopelus maderensis (Lowe, 1839)","[no specific locality data]","Richard H. Backus, RV Chain 072","1967-08-30","1967-08-30","United States","","Atlantic, Northwest","30/8/1967-30/8/1967","field number=RHB1520; group number=176"
"MCZ:Ich:128238","Ichthyology","128238","","","Esox americanus americanus","Cow Island Pond, Charles River","Alan E. Launer","1984-06-18","1984-06-18","United States","Massachusetts","","18/6/1984-18/6/1984","field number=AEL1984:0618; group number=145"
"MCZ:Ich:116337","Ichthyology","116337","","","Electrona risso (Cocco, 1829)","[coordinate data only]","Richard H. Backus, RV Atlantis II 059","1970-11-13","1970-11-13","Mauritania","","Atlantic, Eastern Central","13/11/1970-13/11/1970","field number=RHB2050; group number=176"
"MCZ:Ich:145552","Ichthyology","145552","","","Ctenolucius hujeta (Valenciennes, 1850)","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=207"
"MCZ:Ich:145553","Ichthyology","145553","","","Paradistichodus dimidiatus (Pellegrin, 1904)","Dayi River estuary","Paul Loiselle","1970-08-12","1970-08-12","Ghana","","","12/8/1970-12/8/1970","field number=PL70-0812; group number=219"
"MCZ:Ich:145556","Ichthyology","145556","","","Scaridae sp.","Tague Bay, shore hauls, near West Indies Marine Lab","Leslie S. Kaufman","1981-07-11","1981-07-11","Virgin Islands of the United States","","Atlantic, Western Central","11/7/1981-11/7/1981","field number=LSK81:0711; group number=629"
"MCZ:Ich:137589","Ichthyology","137589","","","Holocentridae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=376"
"MCZ:Ich:137757","Ichthyology","137757","","","Thalassoma sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=627"
"MCZ:Ich:146508","Ichthyology","146508","","","Apodichthys flavidus Girard, 1854","Jackson's Beach, San Juan Island, Puget Sound","Donna Nemeth, and UW class","1995-07-25","1995-07-25","United States","Washington","Pacific, Northeast","25/7/1995-25/7/1995","field number=DN1995:0725; group number=689"
"MCZ:Ich:147327","Ichthyology","147327","","","Nemichthys scolopaceus Richardson, 1848","Florida Current, Cape Hatteras Section","James E. Craddock, RV Oceanus 049","1978-08-14","1978-08-14","United States","","Atlantic, Western Central","14/8/1978-14/8/1978","field number=MOC10-120,1; group number=96"
"MCZ:Ich:155798","Ichthyology","155798","","","Heterodontus francisci (Girard, 1855)","[no specific locality data]","[no agent data]","1700-01-01","2018-03-28","","","","[no verbatim date data]","field number=WU:AQUARIUM; group number=10"
"MCZ:Ich:156170","Ichthyology","156170","","","Prognichthys occidentalis Parin, 1999","[no specific locality data]","James E. Craddock, RV Gosnold 135","1968-10-02","1968-10-02","United States","","Atlantic, Northwest","2/10/1968-2/10/1968","field number=SUN9400; group number=334"
"MCZ:Ich:160636","Ichthyology","160636","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-28","1995-08-28","Australia","","Pacific, Western Central","28/8/1993-28/8/1995","field number=KK93:0828; group number=603"
"MCZ:Ich:160640","Ichthyology","160640","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-18","1993-08-18","Australia","","Pacific, Western Central","18/8/1993-18/8/1993","field number=KK93:0818; group number=603"
"MCZ:Ich:160644","Ichthyology","160644","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-15","1993-08-15","Australia","","Pacific, Western Central","15/8/1993-15/8/1993","field number=KK93:0815; group number=603"
"MCZ:Ich:160647","Ichthyology","160647","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-19","1993-08-19","Australia","","Pacific, Western Central","19/8/1993-19/8/1993","field number=KK93:0819; group number=603"
"MCZ:Ich:160651","Ichthyology","160651","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-08-22","1993-08-22","Australia","","Pacific, Western Central","22/8/1993-22/8/1993","field number=KK93:0822; group number=603"
"MCZ:Ich:160655","Ichthyology","160655","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-10-01","1993-10-01","Australia","","Pacific, Western Central","1/10/1993-1/10/1993","field number=KK93:1001; group number=603"
"MCZ:Ich:160661","Ichthyology","160661","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1993-09-30","1993-09-30","Australia","","Pacific, Western Central","30/9/1993-30/9/1993","field number=KK93:0930; group number=603"
"MCZ:Ich:160667","Ichthyology","160667","","","Acanthochromis polyacanthus (Bleeker, 1855)","Magnetic Island, Great Barrier Reef, near Townsville","Kathryn Kavanagh","1994-03-20","1994-03-20","Australia","","Pacific, Western Central","20/3/1994-20/3/1994","field number=KK95:0320; group number=603"
"MCZ:Ich:131897","Ichthyology","131897","","Voucher","Aristostomias xenostoma Regan and Trewavas, 1930","[no specific locality data]","James E. Craddock, RV Oceanus 022","1977-03-28","1977-03-28","High Seas","","Atlantic, Western Central","28/3/1977-28/3/1977","field number=JEC7757; group number=152"
"MCZ:Ich:156945","Ichthyology","156945","","","Dimidiochromis compressiceps (Boulenger, 1908)","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=601"
"MCZ:Ich:148869","Ichthyology","148869","","","Pterycombus brama Fries, 1837","","RV Delaware I","1957-03-30","1957-03-30","Bermuda","","Atlantic, Western Central","30/3/1957-30/3/1957","field number=DL57:0330; group number=543"
"MCZ:Ich:157656","Ichthyology","157656","partial","Voucher","Rachycentron canadum (Linnaeus, 1766)","[coordinate data only]","RV Albatross IV","1999-09-27","1999-09-27","United States","","Mid Atlantic Bight, Slope Water","27/9/1999-27/9/1999","NCBI GenBank number=JQ937563; NCBI GenBank number=JQ937845; NCBI GenBank number=JQ937979; NCBI GenBank number=JQ938121; NCBI GenBank number=JQ938267; NCBI GenBank number=JQ938362; NCBI GenBank number=JQ938512; NCBI GenBank number=JQ938667; NCBI GenBank number=JQ938816; NCBI GenBank number=JQ938977; NCBI GenBank number=JQ939137; NCBI GenBank number=JQ939269; NCBI GenBank number=JQ939427; NCBI GenBank number=JQ939513; NCBI GenBank number=JQ939661; NCBI GenBank number=JQ939809; NCBI GenBank number=JQ939975; NCBI GenBank number=JQ940132; NCBI GenBank number=KC827879; NCBI GenBank number=KC831321; field number=AL99-10:071; group number=529; other number=KU:KUIT:3521; previous number=JAM99-127"
"MCZ:Ich:149551","Ichthyology","149551","","Voucher","Parabrotula plagiophthalmus Zugmayer, 1911","[coordinate data only]","RV Oceanus 158, Karsten E. Hartel","1984-08-29","1984-08-29","High Seas","","Atlantic, Northeast","29/8/1984-29/8/1984","field number=KEH8472; group number=329"
"MCZ:Ich:162323","Ichthyology","162323","","Voucher","Anarchias seychellensis Smith, 1962","Phoenix Group: Enderbury Atoll.","Gerald R. Allen, and party","2002-06-28","2002-06-28","Kiribati","","Pacific, Western Central","28/6/2002-28/6/2002","field number=PHOENIX_02:064; group number=76"
"MCZ:Ich:154688","Ichthyology","154688","","","Brachyistius frenatus Gill, 1862","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599; previous number=S1058-107"
"MCZ:Ich:154689","Ichthyology","154689","","","Rhacochilus toxotes Agassiz, 1854","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154697","Ichthyology","154697","","","Damalichthys vacca Girard, 1855","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154705","Ichthyology","154705","","","Brachyistius frenatus Gill, 1862","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599"
"MCZ:Ich:154708","Ichthyology","154708","","","Amphistichus sp.","[no specific locality data]","[no agent data]","1700-01-01","1998-03-01","","","","[no verbatim date data]","field number=1982-001; group number=599; previous number=SF94"
"MCZ:Ich:154710","Ichthyology","154710","","","Brachyistius aletes (Tarp, 1952)","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=599; previous number=SI0H52-763"
"MCZ:Ich:154711","Ichthyology","154711","","","Brachyistius frenatus Gill, 1862","Friday Harbor","Karel F. Liem","1986-01-03","1986-01-03","","","Pacific, Northeast","3/1/1986","field number=KL1986:0103; group number=599"
"MCZ:Ich:155015","Ichthyology","155015","","","Perissodus macrolepis","[no specific locality data]","[no agent data]","1700-01-01","2009-03-01","","","","[no verbatim date data]","field number=AQUARIUM; group number=601"
"MCZ:Ich:163443","Ichthyology","163443","","Figured","Pseudoscopelus astronesthidens Prokofiev & Kukuev, 2006","[no specific locality data]","RV Delaware II 03-04","2003-05-15","2003-05-15","United States","","Atlantic, Northwest","15/5/2003-15/5/2003","field number=DL03-04:005; group number=653"
"MCZ:Ich:168487","Ichthyology","168487","partial","","Gasterosteus aculeatus Linnaeus, 1758","Moosehead Lake, North Shore of Sugar Island","Moosehead Lake Survey","1944-01-19","1944-01-19","United States","Maine","","19/1/1944-19/1/1944","field number=M-44-67; group number=400"
"MCZ:Ich:167477","Ichthyology","167477","","","Parexocoetus sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=334"
"MCZ:Ich:167478","Ichthyology","167478","","","Belonidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=336"
"MCZ:Ich:167480","Ichthyology","167480","","","Hemiramphidae sp.","[no specific locality data]","[no agent data]","1981-03-25","1981-03-25","","","","25 Mar 1981","field number=NODATA; group number=335"
"MCZ:Ich:169255","Ichthyology","169255","","","Etheostoma nigrum Rafinesque, 1820","South Fork Bear Creek at E 185th Street ~24 mi S Carthage","Rose Carlson","2008-08-18","2008-08-18","United States","Illinois","","18-Aug-2008","field number=RLC0825; group number=517"
"MCZ:Ich:172302","Ichthyology","172302","","","Centrarchus macropterus (Lacépède, 1801)","Unmarked creek on Rt. 20, 2 miles N of Shirley, just north of junction with Rt. 48.","Fred C. Rohde, Rudolf G. Arndt","1982-12-29","1982-12-29","United States","South Carolina","","29/12/1982-29/12/1982","field number=FCR1982:1229A; group number=509"
"MCZ:Ich:172788","Ichthyology","172788","","","Nannocharax","Riviere Kotto at Kembe, (mostly rapids)","Tyson R. Roberts","1971-05-23","1971-05-23","Central African Republic","","","23/5/1971-23/5/1971","field number=TRR71:0523; group number=218; previous number=MCZ 48276"
"MCZ:Ich:172167","Ichthyology","172167","","","Nomeus gronovii (Gmelin, 1789)","[no specific locality data]","RV Chain 026","1700-01-01","2016-11-04","","","Atlantic, Western Central","[no verbatim date data]","field number=CH026-; group number=745"
"MCZ:Ich:14058","Ichthyology","14058","","","Gomphosus varius Lacépède, 1801","[no specific locality data]","Andrew Garrett","1700-01-01","1861-12-31","French Polynesia","","Pacific, Eastern Central","[no verbatim date data]","field number=GARRETT:SOC; group number=627; previous number=295"
"MCZ:Ich:18042","Ichthyology","18042","","","Securicula gora (Hamilton, 1822)","Chenab River and Sutlej River","Marcus M. Carleton","1700-01-01","2000-03-01","Pakistan","Punjab","","[no verbatim date data]","field number=MMC72R:CHESUT; group number=230"
"MCZ:Ich:19104","Ichthyology","19104","","","Myleus","Rio Maues at Maues","Thayer Expedition to Brazil, Louis Agassiz","1865-12-10","1865-12-15","Brazil","Amazonas","","10/12/1865-15/12/1865","field number=THAYER063; group number=204"
"MCZ:Ich:21442","Ichthyology","21442","","","Characidium","RIO PARAHYBA [Rio Paraíba do Sul], probably near mouth.","Thayer Expedition to Brazil","1865-01-01","1865-12-31","Brazil","Rio de Janeiro","","1865-1865","field number=THAYER084A; group number=204"
"MCZ:Ich:32485","Ichthyology","32485","","","Opisthocentrus zonope Jordan and Snyder, 1902","Peter the Great Bay, Posyet Bay","Pacific Fisheries Institute, Vladivostok","1927-05-05","1927-07-13","Russia","","Peter the Great Bay","[no verbatim date data]","field number=VLAD:SPLIT; group number=683; previous number=508/541"
"MCZ:Ich:45231","Ichthyology","45231","","","Acestrorhynchus falcatus falcatus","Rio Apeú at Boa Vista","Naercio A. Menezes","1965-07-01","1965-07-31","Brazil","Para","","0/7/1965-0/7/1965","field number=MENEZES6504; group number=204"
"MCZ:Ich:45278","Ichthyology","45278","","","Acestrorhynchus falcirostris (Cuvier, 1819)","Rio Arari, at Cachoeira do Arari","Naercio A. Menezes","1965-07-01","1965-07-31","Brazil","Para","","0/7/1965-0/7/1965","field number=MENEZES6501; group number=204"
"MCZ:Ich:33124","Ichthyology","33124","","Voucher","Umbra limi","[no specific locality data]","Carl Leavitt Hubbs","1932-01-01","1932-12-31","United States","Michigan","","1932-1932","field number=C_HUBBS:1932MI; group number=146"
"MCZ:Ich:33399","Ichthyology","33399","","","Amphiprion polymnus (Linnaeus, 1758)","Mindoro","Pedro de Mesa","1934-01-01","1934-12-31","Philippines","","Pacific, Western Central","1934-1934","field number=PDM:MINDORO; group number=603"
"MCZ:Ich:41825","Ichthyology","41825","","","Chirocentrus dorab (Forsskål, 1775)","Aden Harbour","RV Atlantis, R. W. Riseborough, L. U. Wood","1958-05-22","1958-05-22","Yemen","","Gulf of Aden","22/5/1958-22/5/1958","field number=ATLA1958:0522; group number=115"
"MCZ:Ich:42732","Ichthyology","42732","","","Stegastes leucostictus Poey 1868:327","Galeta Island","Ira Rubinoff","1962-04-26","1962-04-26","Panama","","Caribbean Sea","26/4/1962-26/4/1962","field number=IR051; group number=603"
"MCZ:Ich:43155","Ichthyology","43155","","","Hyperoglyphe perciformis (Mitchill, 1818)","","RV Delaware I","1960-05-02","1960-05-02","United States","","Georges Bank","2/5/1960-2/5/1960","field number=DL60:0502A; group number=744"
"MCZ:Ich:31320","Ichthyology","31320","","","Parauchenoglanis guttatus (Lönnberg, 1895)","Nyong River, near Metete","George W. Schwab","1918-01-01","1918-12-31","Cameroon","","","1918-1918","field number=GS:METETE; group number=247"
"MCZ:Ich:43488","Ichthyology","43488","","","Eucinostomus gula (C&V)","Ambrosia Bight (SE of Almirante)","Ira Rubinoff","1964-09-15","1964-09-15","Panama","","Caribbean Sea","15/9/1964-15/9/1964","field number=IR156; group number=557"
"MCZ:Ich:52921","Ichthyology","52921","","","Pantodon buchholzi","Lokolo River; few km. East of roundabout to Bosboe Mission (=Boshwe).  Lukenie River to Zaire River Drainage.","Tyson R. Roberts, Donald J. Stewart","1973-09-12","1973-09-12","Democratic Republic of the Congo","","","12/9/1973-12/9/1973","field number=R&S73:0912; group number=119"
"MCZ:Ich:53038","Ichthyology","53038","","","Serrivomer beanii Gill & Ryder, 1883","[coordinate data only]","Andrew E. Jahn, RV Atlantis II 085","1974-10-15","1974-10-15","High Seas","","Atlantic, Northwest","15/10/1974-15/10/1974","field number=AEJ703; group number=95"
"MCZ:Ich:62108","Ichthyology","62108","","","Harengula","[no specific locality data]","RV Grant","1700-01-01","1993-03-01","Bermuda","","Atlantic, Western Central","[no verbatim date data]","field number=GRANT:BERMUDA; group number=110"
"MCZ:Ich:62121","Ichthyology","62121","","","Salvelinus namaycush (Walbaum, 1792)","Chataeeaugay Hatchery","Clarence L. Smith, and party","1979-09-20","1979-09-20","United States","New York","","20/9/1979-20/9/1979","field number=CLS1979:0920; group number=129; previous number=AMNH 39269"
"MCZ:Ich:48537","Ichthyology","48537","","","Poecilobrycon","Agua Branca, trib. of Manari River","Carl D. Hopkins","1971-05-08","1971-05-08","Guyana","Rupununi","","8/5/1971-8/5/1971","field number=HOP71:0508; group number=210"
"MCZ:Ich:48660","Ichthyology","48660","","Voucher","Phenacobrycon henni (Eigenmann, 1914)","Rio Vinces at Vinces","Tyson R. Roberts, R. Gilbert, F. Silva M","1971-11-05","1971-11-05","Ecuador","Los Rios","","5/11/1971-5/11/1971","field number=TRR71:1105C; group number=204"
"MCZ:Ich:48709","Ichthyology","48709","","","Brycon dentex Günther, 1860","Rio Blanco, 4km above jct. with Rio Quininde.","Tyson R. Roberts, R. Gilbert, F. Silva M","1971-10-20","1971-10-20","Ecuador","Esmeraldas","","20/10/1971-20/10/1971","field number=TRR71:1020D; group number=204"
"MCZ:Ich:58164","Ichthyology","58164","","","Elassoma evergladei Jordan, 1884","Tributary Medway River at Libety Co., Line on US 17","Robert H. Gibbs, Driscoll (BU), William H. Krueger, E. F. Sweeney","1959-03-22","1959-03-22","United States","Georgia","","22/3/1959-22/3/1959","field number=RHG5904; group number=509"
"MCZ:Ich:48838","Ichthyology","48838","","","Epigonus pandionis (Goode & Bean, 1881)","N. of Colombia","RV Oregon","1964-05-16","1964-05-16","Colombia","Magdalena","Atlantic, Western Central","16/5/1964-16/5/1964","field number=OREGON4838; group number=513; previous number=USNM"
"MCZ:Ich:58314","Ichthyology","58314","","","Limia melanogaster (Günther, 1866)","'Waterwheel', first major stream 3mi. W. of Bluefields Rivulet.  Backwater choaked by vegetation.","Leslie S. Kaufman","1981-08-01","1981-08-01","Jamaica","","Caribbean Sea","1/8/1981-1/8/1981","field number=LSK81:0801B; group number=347"
"MCZ:Ich:62599","Ichthyology","62599","","Voucher","Scopelarchus analis Brauer, 1902","[coordinate data only]","Richard H. Backus, RV Atlantis II 060","1971-04-14","1971-04-14","High Seas","","Atlantic, Southwest","14/4/1971-14/4/1971","field number=RHB2216; group number=174"
"MCZ:Ich:49227","Ichthyology","49227","partial","","Julidochromis marlieri Poll, 1956","Lake Tanganyika, between Mutumba and Magara among rocks","Donald J. Stewart","1973-10-01","1973-10-31","Burundi","","","0/10/1973-0/10/1973","field number=DJS7302; group number=601"
"MCZ:Ich:49252","Ichthyology","49252","","","Lamprologus sexfasciatus Trewavas & Poll, 1952","Lake Tanganyika.  Nyika Bay, Nkumbula Island","R. Kendall","1972-08-29","1972-08-29","Zambia","","","29/8/1972-29/8/1972","field number=RK72:0829; group number=601"
"MCZ:Ich:49260","Ichthyology","49260","","Voucher","Neolamprologus calliurus (Boulenger, 1906)","Lake Tanganyika, Bujumbura Fish Market","Donald J. Stewart","1973-10-01","1973-10-31","Burundi","","","0/10/1973-0/10/1973","field number=DJS7301; group number=601"
"MCZ:Ich:49290","Ichthyology","49290","","","Tylochromis polylepis","Lake Tanganyika, Bujumbura Fish Market","Donald J. Stewart","1973-10-01","1973-10-31","Burundi","","","0/10/1973-0/10/1973","field number=DJS7301; group number=601"
"MCZ:Ich:53901","Ichthyology","53901","","","Synaphobranchus kaupii Johnson, 1862","[coordinate data only]","Richard L. Haedrich, RV Chain 111","1973-03-01","1973-03-01","","","Atlantic Ocean","1/3/1973-1/3/1973","field number=RLH245; group number=90"
"MCZ:Ich:58844","Ichthyology","58844","","Voucher","Stomias atriventer Garman, 1899","[coordinate data only]","RV Horizon","1962-04-22","1962-04-22","Mexico","","Pacific, Eastern Central","22/4/1962-22/4/1962","field number=HORIZON62:0422; group number=154"
"MCZ:Ich:62949","Ichthyology","62949","","","Auxis","[coordinate data only]","RV Crawford 030","1959-08-07","1959-08-07","","","Slope Water","7/8/1959-7/8/1959","field number=CRAW1959:0807; group number=733"
"MCZ:Ich:49309","Ichthyology","49309","","","Tylochromis polylepis","Lake Tanganyika, 15km S of Bujumbura, cobblestone beach and sandy beach","Donald J. Stewart","1973-10-16","1973-10-16","Burundi","","","16/10/1973-16/10/1973","field number=DJS7303; group number=601"
"MCZ:Ich:54197","Ichthyology","54197","","","Salvelinus fontinalis","Westhampton, n. trib. of Roberts Meadow Brook above crossing at Chesterfield Rd.","Karsten E. Hartel, Charles R. Gougeon","1978-04-27","1978-04-27","United States","Massachusetts","","27/4/1978-27/4/1978","field number=KEH7801; group number=129"
"MCZ:Ich:58855","Ichthyology","58855","","","Diretmus argenteus Johnson, 1864","[coordinate data only]","Richard H. Backus, RV Chain 060","1966-05-27","1966-05-27","Venezuela","","Atlantic, Western Central","27/5/1966-27/5/1966","field number=RHB1257; group number=368"
"MCZ:Ich:58857","Ichthyology","58857","","","Polymixia","[no specific locality data]","Richard H. Backus, RV Chain 060","1966-06-22","1966-06-22","United States","","Atlantic, Western Central","22/6/1966-22/6/1966","field number=RHB1307; group number=366"
"MCZ:Ich:58905","Ichthyology","58905","","","Lophotes","[coordinate data only]","Richard H. Backus, RV Atlantis II 059","1970-11-24","1970-11-24","Cape Verde","","Atlantic, Eastern Central","24/11/1970-24/11/1970","field number=RHB2077; group number=392"
"MCZ:Ich:58941","Ichthyology","58941","","","Stylephorus chordatus Shaw, 1791","[no specific locality data]","James E. Craddock, RV Oceanus 022","1977-03-27","1977-03-27","High Seas","","Atlantic, Western Central","27/3/1977-27/3/1977","field number=JEC7753; group number=395"
"MCZ:Ich:59073","Ichthyology","59073","","","Lampetra appendix (De Kay, 1842)","Mendon; Muddy Brook upstream of Rt.16 Crossing","Karsten E. Hartel, Fred C. Rohde","1982-04-04","1982-04-04","United States","Massachusetts","","4/4/1982-4/4/1982","field number=KEH8206A; group number=4"
